,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},316134646.76398766,0.627356926079186,43426388.592177436,22474440.565320615,20951948.02685682
1,{'symbol': 'WETH'},778916905.0983603,0.693557949500123,105236577.28326583,50855923.966457605,54380653.31680823
2,{'symbol': 'APE'},6128109.227799033,0.025973290202964176,1767858.5522325137,876763.825877218,891094.7263552957
3,{'symbol': 'ELON'},24886213.39227832,0.016708683373071548,1086348.5477334796,564024.3898662205,522324.1578672592
4,{'symbol': 'QOM'},5915543.839784513,0.029984199637555005,2093715.374709821,1012157.5427932804,1081557.8319165406
5,{'symbol': 'SAITAMA'},9889762.752963891,0.008198962719786356,574384.848653557,276767.1660483016,297617.6826052554
6,{'symbol': 'XMON'},11362780.812364029,0.0074283794534042965,485811.38959876203,250755.07718661075,235056.3124121513
7,{'symbol': 'DAI'},21295696.295013312,0.02649298647285079,1700028.5857911012,894306.8820830077,805721.7037080935
8,{'symbol': 'STRONG'},1522268.546386859,0.0025399619849820142,156503.63736948813,85739.88008964136,70763.75727984676
9,{'symbol': 'SHIB'},5980856.714588532,0.014380867620847105,959840.2288711808,485445.7951287479,474394.4337424329
10,{'symbol': 'X2Y2'},7309626.454654265,0.0947147272511973,6113871.099398507,3197224.7636997374,2916646.33569877
11,{'symbol': 'UNI'},30106457.103878617,0.05444818191387789,3263436.765394858,1837972.621636599,1425464.1437582592
12,{'symbol': 'STARL'},7816171.281426966,0.05894318086707619,3770007.8321508598,1989707.4403185416,1780300.3918323184
13,{'symbol': 'PAXG'},27136390.04725996,0.02805620069546632,1761052.4784008232,947075.3096397792,813977.1687610439
14,{'symbol': 'HEX'},2518424.345142794,0.03245149861546185,2152419.8211438246,1095444.5840017,1056975.237142125
15,{'symbol': 'MOOV'},614766.7825164888,0.0029402302711584987,204495.85486787008,99251.4818629644,105244.37300490568
16,{'symbol': 'ALI'},2884742.772468879,0.0020731085381384667,187534.0421198862,77365.21776950514,110168.82435038108
17,{'symbol': 'AUDIO'},5035785.3383632265,0.008854047458747216,577478.28711735,298880.44463244954,278597.8424849005
18,{'symbol': 'MC'},44237364.731420256,0.034984922378246526,1654568.9555554437,1180963.757486077,473605.1980693666
19,{'symbol': 'BOND'},10419578.639913889,0.0011784316143205555,254744.3008386806,43977.2528987993,210767.04793988127
20,{'symbol': 'KUMA'},4071749.791841473,0.006368402806921242,371055.24593642424,214974.1201862188,156081.12575020542
21,{'symbol': 'SAND'},6043295.318115805,0.013525392978216751,928785.4728918055,456568.0821107802,472217.3907810253
22,{'symbol': 'MPL'},2547625.1068135006,0.00929416849849033,799059.5064319061,346844.05405897315,452215.452372933
23,{'symbol': 'TOKE'},25099122.5955132,0.003972191520592332,466570.48667731276,134086.74093642877,332483.745740884
24,{'symbol': 'WOO'},6202771.73498437,0.004634135943062632,306530.6220685377,156431.57749074695,150099.04457779074
25,{'symbol': 'KIBA'},1766578.4250648215,0.002377417781435067,191423.59549354724,80252.97886679092,111170.61662675632
26,{'symbol': 'UFO'},9034750.59757403,0.004769090622925175,417624.88314059033,160987.15672278605,256637.72641780428
27,{'symbol': 'VADER'},4574256.331856565,0.007085809965834591,564417.4652760164,239191.17703367243,325226.288242344
28,{'symbol': 'HIGH'},8050876.360626619,0.003645548693492002,221945.29405154195,123060.46692394203,98884.82712759991
29,{'symbol': '10SET'},10529495.844325049,0.0009251629679788552,63970.59618550685,31230.137461461483,32740.45872404537
30,{'symbol': 'RAD'},5062092.354589595,0.00348424154381182,321420.9208043299,130026.52820127702,191394.39260305293
31,{'symbol': 'MRI'},1240409.7883339792,0.0007922106133148026,66976.6675589244,26742.14944670744,40234.51811221695
32,{'symbol': 'WILD'},5500750.968161343,0.005387546534590085,399056.4421929772,181863.97929745572,217192.46289552143
33,{'symbol': 'DEFIT'},751533.7597187452,0.0021228140827551194,136147.85238020204,71658.483860855,64489.368519347016
34,{'symbol': 'FXS'},1374224.8134388744,0.0015910273219247372,108450.10265203082,53707.296647640615,54742.8060043902
35,{'symbol': 'RBN'},2682903.5518146986,0.007927158995220424,439981.4399990423,267592.0607160221,172389.3792830202
36,{'symbol': 'KYL'},2566.312308759808,1.512491149167704e-16,13.57977128015646,0.0,13.57977128015646
37,{'symbol': 'F9'},1120071.451733574,0.00019559863844338402,22295.750670614718,6602.698743127933,15693.051927486784
38,{'symbol': 'WBTC'},26936661.79277731,0.0038453592993061107,213494.71734251257,129805.346368767,83689.37097374556
39,{'symbol': '$AKC'},1510809.120828048,0.0010913926349552252,111025.73617952825,36841.44652756944,74184.28965195881
40,{'symbol': 'DOP'},1362455.5119289863,0.002616713247372501,211202.80922554637,88330.72360343498,122872.0856221114
41,{'symbol': 'CULT'},9049542.504649816,0.13838907415843116,9409583.979647491,4671511.894357718,4738072.085289773
42,{'symbol': 'USDT'},167161413.95326537,0.28842793772341596,19033990.536727026,9790980.423184797,9243010.11354223
43,{'symbol': 'FOX'},20877583.199122287,0.00339040345471642,223905.57533554954,114447.6914936702,109457.88384187936
44,{'symbol': 'LOOKS'},701167.0941076806,0.0144075702281599,987527.9455543845,486347.17804810905,501180.7675062754
45,{'symbol': 'VEMP'},4637409.4513002,0.000607029226081232,53010.45801778555,20491.099222289853,32519.358795495697
46,{'symbol': 'SUPER'},13851695.680286825,0.012884896262849796,915782.3721970686,434947.2421540984,480835.13004297024
47,{'symbol': 'WRLD'},67951.94094311965,0.025204640341444928,1296267.8165023937,850817.0017328977,445450.814769496
48,{'symbol': 'FLOKI'},3776650.2486521695,0.00238934806978508,155246.05060932087,80655.70201722486,74590.348592096
49,{'symbol': 'ARC'},1518218.5108109296,0.0007062630988546453,46218.153323339895,23840.87390503417,22377.27941830573
