,token,total_tvl
0,{'symbol': 'USDC'},319147420.0790484
1,{'symbol': 'WETH'},786646491.1842134
2,{'symbol': 'APE'},6264038.726173565
3,{'symbol': 'ELON'},25239581.87661424
4,{'symbol': 'QOM'},6155777.136343314
5,{'symbol': 'SAITAMA'},10106234.01127556
6,{'symbol': 'XMON'},11527336.853746293
7,{'symbol': 'DAI'},21475481.154613808
8,{'symbol': 'STRONG'},1517477.6550880347
9,{'symbol': 'SHIB'},6063191.8991002655
10,{'symbol': 'X2Y2'},6881990.218467304
11,{'symbol': 'UNI'},29788149.69969275
12,{'symbol': 'STARL'},7528412.403896034
13,{'symbol': 'PAXG'},27307201.93754088
14,{'symbol': 'HEX'},2485184.6353999507
15,{'symbol': 'MOOV'},637966.1633369869
16,{'symbol': 'ALI'},2951087.880404996
17,{'symbol': 'AUDIO'},5076453.505905222
18,{'symbol': 'MC'},43648588.3421283
19,{'symbol': 'BOND'},10508665.822868856
20,{'symbol': 'KUMA'},4027268.166424582
21,{'symbol': 'SAND'},6187978.526708713
22,{'symbol': 'MPL'},2758559.823091447
23,{'symbol': 'TOKE'},25980038.93714329
24,{'symbol': 'WOO'},6292380.932392536
25,{'symbol': 'KIBA'},1842957.6088864524
26,{'symbol': 'UFO'},9387682.787790976
27,{'symbol': 'VADER'},4835247.203119737
28,{'symbol': 'HIGH'},7936526.311091779
29,{'symbol': '10SET'},10743036.040251384
30,{'symbol': 'RAD'},5128528.171983321
31,{'symbol': 'MRI'},1286646.3399010436
32,{'symbol': 'WILD'},5659317.818414132
33,{'symbol': 'DEFIT'},749876.4190259589
34,{'symbol': 'FXS'},1403295.646955439
35,{'symbol': 'RBN'},2505405.76211294
36,{'symbol': 'KYL'},2601.592972816317
37,{'symbol': 'F9'},1159551.5611214596
38,{'symbol': 'WBTC'},27346315.498668704
39,{'symbol': '$AKC'},1601844.8820790588
40,{'symbol': 'DOP'},1631245.7761545733
41,{'symbol': 'CULT'},9340577.398210308
42,{'symbol': 'USDT'},168288702.23271582
43,{'symbol': 'FOX'},21227620.945310265
44,{'symbol': 'LOOKS'},762181.7198011935
45,{'symbol': 'VEMP'},4741519.764149372
46,{'symbol': 'SUPER'},14320053.511080667
47,{'symbol': 'WRLD'},67402.68314890536
48,{'symbol': 'FLOKI'},3827218.5783080314
49,{'symbol': 'ARC'},1541967.738594971
