,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},19780645.9167806
1,{'symbol': 'WETH'},{'symbol': 'USDC'},20927295.682544768
2,{'symbol': 'WETH'},{'symbol': 'CULT'},4671511.894357718
3,{'symbol': 'CULT'},{'symbol': 'WETH'},4738072.085289773
4,{'symbol': 'WETH'},{'symbol': 'USDT'},9217891.36603713
5,{'symbol': 'USDT'},{'symbol': 'WETH'},8660410.948032632
6,{'symbol': 'APE'},{'symbol': 'WETH'},891094.7263552957
7,{'symbol': 'WETH'},{'symbol': 'APE'},876763.825877218
8,{'symbol': 'ELON'},{'symbol': 'WETH'},522324.1578672592
9,{'symbol': 'WETH'},{'symbol': 'ELON'},564024.3898662205
10,{'symbol': 'QOM'},{'symbol': 'WETH'},1081557.8319165406
11,{'symbol': 'WETH'},{'symbol': 'QOM'},1012157.5427932804
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},297617.6826052554
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},276767.1660483016
14,{'symbol': 'XMON'},{'symbol': 'WETH'},235056.3124121513
15,{'symbol': 'WETH'},{'symbol': 'XMON'},250755.07718661075
16,{'symbol': 'DAI'},{'symbol': 'WETH'},805721.7037080935
17,{'symbol': 'WETH'},{'symbol': 'DAI'},894306.8820830077
18,{'symbol': 'WETH'},{'symbol': 'FOX'},114447.6914936702
19,{'symbol': 'FOX'},{'symbol': 'WETH'},109457.88384187936
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},486347.17804810905
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},501180.7675062754
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},70763.75727984676
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},85739.88008964136
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},474394.4337424329
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},485445.7951287479
26,{'symbol': 'USDC'},{'symbol': 'USDT'},573089.057147666
27,{'symbol': 'USDT'},{'symbol': 'USDC'},582599.165509598
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},2916646.33569877
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},3197224.7636997374
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},20491.099222289853
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},32519.358795495697
32,{'symbol': 'UNI'},{'symbol': 'WETH'},1425464.1437582592
33,{'symbol': 'WETH'},{'symbol': 'UNI'},1837972.621636599
34,{'symbol': 'STARL'},{'symbol': 'WETH'},1780300.3918323184
35,{'symbol': 'WETH'},{'symbol': 'STARL'},1989707.4403185416
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},813977.1687610439
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},947075.3096397792
38,{'symbol': 'HEX'},{'symbol': 'WETH'},1056975.237142125
39,{'symbol': 'WETH'},{'symbol': 'HEX'},1095444.5840017
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},434947.2421540984
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},480835.13004297024
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},105244.37300490568
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},99251.4818629644
44,{'symbol': 'ALI'},{'symbol': 'USDC'},110168.82435038108
45,{'symbol': 'USDC'},{'symbol': 'ALI'},77365.21776950514
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},278597.8424849005
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},298880.44463244954
48,{'symbol': 'MC'},{'symbol': 'WETH'},473605.1980693666
49,{'symbol': 'WETH'},{'symbol': 'MC'},1180963.757486077
50,{'symbol': 'BOND'},{'symbol': 'USDC'},210767.04793988127
51,{'symbol': 'USDC'},{'symbol': 'BOND'},43977.2528987993
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},156081.12575020542
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},214974.1201862188
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},850817.0017328977
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},445450.814769496
56,{'symbol': 'SAND'},{'symbol': 'WETH'},472217.3907810253
