,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},9163353.328746088
1,{'symbol': 'WETH'},{'symbol': 'USDC'},12165264.930291742
2,{'symbol': 'WETH'},{'symbol': 'CULT'},1686677.1983594014
3,{'symbol': 'CULT'},{'symbol': 'WETH'},1464661.3386792068
4,{'symbol': 'WETH'},{'symbol': 'USDT'},11184230.433957515
5,{'symbol': 'USDT'},{'symbol': 'WETH'},9519493.172569826
6,{'symbol': 'APE'},{'symbol': 'WETH'},912564.5297867816
7,{'symbol': 'WETH'},{'symbol': 'APE'},846072.7148556459
8,{'symbol': 'ELON'},{'symbol': 'WETH'},766439.7924688365
9,{'symbol': 'WETH'},{'symbol': 'ELON'},673988.1787810033
10,{'symbol': 'QOM'},{'symbol': 'WETH'},455768.308962034
11,{'symbol': 'WETH'},{'symbol': 'QOM'},631809.5750065804
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},369067.49267619
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},385515.4335048743
14,{'symbol': 'XMON'},{'symbol': 'WETH'},195780.25306865823
15,{'symbol': 'WETH'},{'symbol': 'XMON'},238231.98066506564
16,{'symbol': 'DAI'},{'symbol': 'WETH'},1714611.7490099887
17,{'symbol': 'WETH'},{'symbol': 'DAI'},1977786.7554995
18,{'symbol': 'WETH'},{'symbol': 'FOX'},129780.8578350583
19,{'symbol': 'FOX'},{'symbol': 'WETH'},96733.58210919025
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},148014.70706401276
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},147174.53599908
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},84307.00661860719
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},80028.98801743035
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},222764.64089370455
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},215466.7589518748
26,{'symbol': 'USDC'},{'symbol': 'USDT'},385725.029653364
27,{'symbol': 'USDT'},{'symbol': 'USDC'},389074.71676310885
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},980550.5059909632
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},887637.3842333234
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},77185.94417830269
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},57678.53848984816
32,{'symbol': 'UNI'},{'symbol': 'WETH'},1685341.5357442405
33,{'symbol': 'WETH'},{'symbol': 'UNI'},1945806.4649393104
34,{'symbol': 'STARL'},{'symbol': 'WETH'},597136.8734296912
35,{'symbol': 'WETH'},{'symbol': 'STARL'},491915.8933819611
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},272710.7185790727
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},528595.4561114738
38,{'symbol': 'HEX'},{'symbol': 'WETH'},1073538.1503891055
39,{'symbol': 'WETH'},{'symbol': 'HEX'},1071211.4297972098
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},422161.3764320655
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},387210.4401893394
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},88401.34863840269
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},91959.1598464176
44,{'symbol': 'ALI'},{'symbol': 'USDC'},71130.38217878924
45,{'symbol': 'USDC'},{'symbol': 'ALI'},188687.0432068228
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},161434.9304399557
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},197892.7402362361
48,{'symbol': 'MC'},{'symbol': 'WETH'},167841.77202299976
49,{'symbol': 'WETH'},{'symbol': 'MC'},13862.015520869592
50,{'symbol': 'BOND'},{'symbol': 'USDC'},317531.87788509
51,{'symbol': 'USDC'},{'symbol': 'BOND'},253509.1102252669
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},26664.731237646243
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},38299.33409368429
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},217516.3676459989
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},65790.36546359424
56,{'symbol': 'SAND'},{'symbol': 'WETH'},189127.8956006863
57,{'symbol': 'WETH'},{'symbol': 'SAND'},289780.55751621176
58,{'symbol': 'MPL'},{'symbol': 'USDC'},277978.6350005069
59,{'symbol': 'USDC'},{'symbol': 'MPL'},283339.80386368965
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},100666.71227205262
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},36476.90260390878
62,{'symbol': 'WOO'},{'symbol': 'WETH'},112919.14821029204
63,{'symbol': 'WETH'},{'symbol': 'WOO'},158565.5391544457
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},161924.22461631888
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},65050.40207592894
66,{'symbol': 'UFO'},{'symbol': 'WETH'},337146.1299851089
67,{'symbol': 'WETH'},{'symbol': 'UFO'},422541.854779839
68,{'symbol': 'VADER'},{'symbol': 'WETH'},47316.93217735929
69,{'symbol': 'WETH'},{'symbol': 'VADER'},80969.08512387626
70,{'symbol': 'WETH'},{'symbol': 'FLOKI'},132959.61630867264
71,{'symbol': 'FLOKI'},{'symbol': 'WETH'},153633.93621224942
72,{'symbol': 'HIGH'},{'symbol': 'WETH'},169067.96578434054
73,{'symbol': 'WETH'},{'symbol': 'HIGH'},63022.29851414337
74,{'symbol': '10SET'},{'symbol': 'WETH'},32511.963122134348
75,{'symbol': 'WETH'},{'symbol': '10SET'},62177.79765289933
76,{'symbol': 'RAD'},{'symbol': 'USDC'},89547.4237425108
77,{'symbol': 'USDC'},{'symbol': 'RAD'},64230.74460084474
78,{'symbol': 'MRI'},{'symbol': 'WETH'},152442.52730897948
79,{'symbol': 'WETH'},{'symbol': 'MRI'},108832.36560284116
80,{'symbol': 'WILD'},{'symbol': 'WETH'},65878.70906123066
81,{'symbol': 'WETH'},{'symbol': 'WILD'},43475.601844091965
82,{'symbol': 'DEFIT'},{'symbol': 'WETH'},34152.99566923598
83,{'symbol': 'WETH'},{'symbol': 'DEFIT'},21863.97736208067
84,{'symbol': 'FXS'},{'symbol': 'WETH'},58692.78821364206
85,{'symbol': 'WETH'},{'symbol': 'FXS'},57104.75647162107
86,{'symbol': 'RBN'},{'symbol': 'WETH'},71575.46012970926
87,{'symbol': 'WETH'},{'symbol': 'RBN'},80901.8330357636
88,{'symbol': 'KYL'},{'symbol': 'WETH'},119.19286622991883
89,{'symbol': 'WETH'},{'symbol': 'KYL'},71.84517839745983
90,{'symbol': 'F9'},{'symbol': 'WETH'},7257.53174981167
91,{'symbol': 'WETH'},{'symbol': 'F9'},4282.969324001667
92,{'symbol': 'WBTC'},{'symbol': 'WETH'},208884.10272038888
93,{'symbol': 'WETH'},{'symbol': 'WBTC'},231952.09320252563
94,{'symbol': '$AKC'},{'symbol': 'WETH'},82729.36185797745
95,{'symbol': 'WETH'},{'symbol': '$AKC'},59443.324150048415
96,{'symbol': 'WETH'},{'symbol': 'ARC'},18908.94924761976
97,{'symbol': 'ARC'},{'symbol': 'WETH'},29442.13849787021
98,{'symbol': 'DOP'},{'symbol': 'WETH'},82293.17315009939
99,{'symbol': 'WETH'},{'symbol': 'DOP'},57534.37744487096
