,token,total_tvl
0,{'symbol': 'USDC'},245318050.63929936
1,{'symbol': 'WETH'},545612311.7427105
2,{'symbol': 'APE'},892562.3028417737
3,{'symbol': 'ELON'},16533023.748520317
4,{'symbol': 'QOM'},3363305.276220353
5,{'symbol': 'SAITAMA'},6796326.308411809
6,{'symbol': 'XMON'},7383798.940754301
7,{'symbol': 'DAI'},18272283.468806498
8,{'symbol': 'STRONG'},926175.1088820483
9,{'symbol': 'SHIB'},1972865.7023297516
10,{'symbol': 'X2Y2'},6237784.425893172
11,{'symbol': 'UNI'},21101635.061130207
12,{'symbol': 'STARL'},4619913.664756464
13,{'symbol': 'PAXG'},22992026.833139323
14,{'symbol': 'HEX'},1504030.890429404
15,{'symbol': 'MOOV'},359974.1922774004
16,{'symbol': 'ALI'},2303327.787515518
17,{'symbol': 'AUDIO'},3220952.506808636
18,{'symbol': 'MC'},30401834.826172166
19,{'symbol': 'BOND'},7782745.366656963
20,{'symbol': 'KUMA'},1830550.775237076
21,{'symbol': 'SAND'},4085252.9250270873
22,{'symbol': 'MPL'},1957478.90575578
23,{'symbol': 'TOKE'},10011868.157546632
24,{'symbol': 'WOO'},4148983.9207978
25,{'symbol': 'KIBA'},1048075.6100585955
26,{'symbol': 'UFO'},5852224.973608146
27,{'symbol': 'VADER'},2364571.818240054
28,{'symbol': 'HIGH'},5454458.836544943
29,{'symbol': '10SET'},6142616.072881674
30,{'symbol': 'RAD'},3882891.4965789574
31,{'symbol': 'MRI'},744710.9005094816
32,{'symbol': 'WILD'},3460692.1003902704
33,{'symbol': 'DEFIT'},564642.5368184604
34,{'symbol': 'FXS'},700444.8697586429
35,{'symbol': 'RBN'},1882249.2725569503
36,{'symbol': 'KYL'},1816.1493010437423
37,{'symbol': 'F9'},767401.9154418047
38,{'symbol': 'WBTC'},20802922.06515595
39,{'symbol': '$AKC'},919680.5274223558
40,{'symbol': 'DOP'},794593.2346570522
41,{'symbol': 'CULT'},5584425.055070421
42,{'symbol': 'USDT'},124339411.59911364
43,{'symbol': 'FOX'},15098259.097248234
44,{'symbol': 'LOOKS'},429850.96639158553
45,{'symbol': 'VEMP'},2958890.684109563
46,{'symbol': 'SUPER'},8045678.902783831
47,{'symbol': 'WRLD'},50064.417543388874
48,{'symbol': 'FLOKI'},2502518.0480166194
49,{'symbol': 'ARC'},1017475.4321091824
