,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'WETH'},1744678092.518178,0.7005388848974861,463126741.82248324,228684919.7485817,234441822.07390153
1,{'symbol': 'USDC'},367235823.4113346,0.22023605154201842,52875027.6205491,26403171.890394952,26471855.730154146
2,{'symbol': 'SAITAMA'},30340065.09173563,0.2186184935212168,34631812.407706,17899466.687757604,16732345.719948398
3,{'symbol': 'SAND'},33460822.47165129,0.32114852718135606,50200561.17780111,26294149.55486016,23906411.62294095
4,{'symbol': 'ELON'},45886577.9781536,0.26632486855715815,43821918.96164143,21805443.06238042,22016475.899261013
5,{'symbol': 'SHIB'},12566736.556167489,0.2775374096676037,45203389.08520883,22723473.842205804,22479915.24300303
6,{'symbol': 'FEI'},294739057.54393154,0.05343955078449608,9154582.860864304,4375382.17224513,4779200.688619175
7,{'symbol': 'STARL'},21092242.587474108,0.04949788107285383,8922803.887730166,4052656.5667334553,4870147.320996712
8,{'symbol': 'UFO'},26370324.826793853,0.158487677938035,26278508.78156248,12976234.837134672,13302273.944427809
9,{'symbol': 'FLOKI'},20941319.603976108,0.11098775727670795,18429621.630889706,9087161.987650236,9342459.64323947
10,{'symbol': 'DAI'},90529376.57618216,0.04718893166166692,7858257.622439537,3863610.514848342,3994647.1075911946
11,{'symbol': 'HEX'},25907959.73043789,0.029848947506684036,7991021.452415027,3843191.543111001,4147829.9093040256
12,{'symbol': 'STRONG'},15464137.094727984,0.027175633967320898,4459138.8831290305,2225014.668622014,2234124.214507016
13,{'symbol': 'MANA'},7904964.190857674,0.08345666571444359,13557889.963708814,6833044.102382993,6724845.86132582
14,{'symbol': 'PYR'},2916777.8228388624,0.05685997617913146,9392974.020217318,4655430.714448139,4737543.30576918
15,{'symbol': 'Mononoke-Inu'},3507003.3579045883,0.07606750679230917,12339645.532185365,6228054.095147147,6111591.437038217
16,{'symbol': 'WAXE'},30540932.754045676,0.03790636759027591,5426517.999301954,3103597.2895412403,2322920.709760714
