,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},109855961.81400795
1,{'symbol': 'WETH'},{'symbol': 'USDC'},112858143.17197832
2,{'symbol': 'WETH'},{'symbol': 'CULT'},1595559.4548382012
3,{'symbol': 'CULT'},{'symbol': 'WETH'},1817831.303075715
4,{'symbol': 'WETH'},{'symbol': 'USDT'},74635607.28387341
5,{'symbol': 'USDT'},{'symbol': 'WETH'},72520347.67504358
6,{'symbol': 'APE'},{'symbol': 'WETH'},1235703.503306054
7,{'symbol': 'WETH'},{'symbol': 'APE'},1317467.4663570838
8,{'symbol': 'ELON'},{'symbol': 'WETH'},2360930.2100159824
9,{'symbol': 'WETH'},{'symbol': 'ELON'},2280504.6385754514
10,{'symbol': 'QOM'},{'symbol': 'WETH'},799417.6178585925
11,{'symbol': 'WETH'},{'symbol': 'QOM'},606531.558258862
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},946289.0339617752
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},1117927.5315000014
14,{'symbol': 'XMON'},{'symbol': 'WETH'},714579.201212239
15,{'symbol': 'WETH'},{'symbol': 'XMON'},816068.6235905527
16,{'symbol': 'DAI'},{'symbol': 'WETH'},8315343.93034399
17,{'symbol': 'WETH'},{'symbol': 'DAI'},8634458.034424093
18,{'symbol': 'WETH'},{'symbol': 'FOX'},411644.3596622317
19,{'symbol': 'FOX'},{'symbol': 'WETH'},308045.9879428483
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},550433.7628885793
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},556985.408443008
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},27273.699002578684
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},31747.45757882948
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},1018105.642237508
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},1004577.8140146832
26,{'symbol': 'USDC'},{'symbol': 'USDT'},13011731.038747068
27,{'symbol': 'USDT'},{'symbol': 'USDC'},12978603.173166424
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},964913.8009316728
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},913759.0263543064
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},98837.53629556304
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},155340.06941425026
32,{'symbol': 'UNI'},{'symbol': 'WETH'},2908782.51014906
33,{'symbol': 'WETH'},{'symbol': 'UNI'},3015107.865216799
34,{'symbol': 'STARL'},{'symbol': 'WETH'},383446.71533639886
35,{'symbol': 'WETH'},{'symbol': 'STARL'},348173.265639733
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},3319579.856687668
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},3548454.3181800502
38,{'symbol': 'HEX'},{'symbol': 'WETH'},898996.3175731077
39,{'symbol': 'WETH'},{'symbol': 'HEX'},902553.8085952568
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},543354.5621596695
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},554332.4885121086
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},68276.26104741088
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},72281.11093940685
44,{'symbol': 'ALI'},{'symbol': 'USDC'},206283.30742659728
45,{'symbol': 'USDC'},{'symbol': 'ALI'},110243.13373450964
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},368830.92890362657
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},376874.27752320113
48,{'symbol': 'MC'},{'symbol': 'WETH'},853624.9108750243
49,{'symbol': 'WETH'},{'symbol': 'MC'},388394.5816127057
50,{'symbol': 'BOND'},{'symbol': 'USDC'},452575.73694017896
51,{'symbol': 'USDC'},{'symbol': 'BOND'},215451.191351722
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},93134.31284021997
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},108951.46980445633
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},104835.03081639596
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},56547.225269552975
56,{'symbol': 'SAND'},{'symbol': 'WETH'},1041790.4264900596
57,{'symbol': 'WETH'},{'symbol': 'SAND'},937428.2554248904
58,{'symbol': 'MPL'},{'symbol': 'USDC'},195847.4202694264
59,{'symbol': 'USDC'},{'symbol': 'MPL'},163870.75567977637
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},518023.3196281322
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},166203.9966213458
62,{'symbol': 'WOO'},{'symbol': 'WETH'},434069.71689797664
63,{'symbol': 'WETH'},{'symbol': 'WOO'},446292.08385699074
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},53748.62455256127
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},90771.16481252502
66,{'symbol': 'UFO'},{'symbol': 'WETH'},356773.4547256997
67,{'symbol': 'WETH'},{'symbol': 'UFO'},239252.8009340191
68,{'symbol': 'VADER'},{'symbol': 'WETH'},301236.80565909407
69,{'symbol': 'WETH'},{'symbol': 'VADER'},187742.2865301315
70,{'symbol': 'WETH'},{'symbol': 'FLOKI'},124174.15165827534
71,{'symbol': 'FLOKI'},{'symbol': 'WETH'},149146.91801286858
72,{'symbol': 'HIGH'},{'symbol': 'WETH'},153421.2303280692
73,{'symbol': 'WETH'},{'symbol': 'HIGH'},110418.9094483022
74,{'symbol': '10SET'},{'symbol': 'WETH'},162962.50450370368
75,{'symbol': 'WETH'},{'symbol': '10SET'},120788.5419556041
76,{'symbol': 'RAD'},{'symbol': 'USDC'},262148.0826472955
77,{'symbol': 'USDC'},{'symbol': 'RAD'},144689.58460619196
78,{'symbol': 'MRI'},{'symbol': 'WETH'},130668.9292405913
79,{'symbol': 'WETH'},{'symbol': 'MRI'},93080.23569879345
80,{'symbol': 'WILD'},{'symbol': 'WETH'},199653.0608162636
81,{'symbol': 'WETH'},{'symbol': 'WILD'},245493.93812392763
82,{'symbol': 'DEFIT'},{'symbol': 'WETH'},79485.98750040459
83,{'symbol': 'WETH'},{'symbol': 'DEFIT'},50263.679782111656
84,{'symbol': 'FXS'},{'symbol': 'WETH'},105436.81309340765
85,{'symbol': 'WETH'},{'symbol': 'FXS'},99115.40619963402
86,{'symbol': 'RBN'},{'symbol': 'WETH'},765827.5984097072
87,{'symbol': 'WETH'},{'symbol': 'RBN'},756816.3983836778
88,{'symbol': 'KYL'},{'symbol': 'WETH'},843.960613358876
89,{'symbol': 'WETH'},{'symbol': 'KYL'},718.7866126318218
90,{'symbol': 'F9'},{'symbol': 'WETH'},14527.33004789865
91,{'symbol': 'WETH'},{'symbol': 'F9'},4699.368879371061
92,{'symbol': 'WBTC'},{'symbol': 'WETH'},1985117.6714769425
93,{'symbol': 'WETH'},{'symbol': 'WBTC'},2310603.632416846
94,{'symbol': '$AKC'},{'symbol': 'WETH'},19725.50674472724
95,{'symbol': 'WETH'},{'symbol': '$AKC'},18259.68569194042
96,{'symbol': 'WETH'},{'symbol': 'ARC'},29985.53082097267
97,{'symbol': 'ARC'},{'symbol': 'WETH'},51639.68378782474
98,{'symbol': 'DOP'},{'symbol': 'WETH'},48128.722600317706
99,{'symbol': 'WETH'},{'symbol': 'DOP'},43638.85800475284
