,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},430687442.6144842,0.5547852517035579,20088565.462485105,10706807.291484207,9381758.1710009
1,{'symbol': 'WETH'},742650589.3787025,0.6721446637330583,55410764.04546733,27323379.416080914,28087384.629386418
2,{'symbol': 'DAI'},108039549.51821522,0.03332625209564028,832266.2761947609,475007.309787609,357258.96640715195
3,{'symbol': 'UNI'},28787218.464108344,0.06759139154460367,2132630.953956137,941242.5454961216,1191388.4084600152
4,{'symbol': 'SAITAMA'},9606289.262954706,0.022200399924279145,660628.2350218503,309151.2167192345,351477.0183026159
5,{'symbol': 'X2Y2'},7767518.654448198,0.18827784974836062,4937651.975997876,2621859.359719481,2315792.616278396
6,{'symbol': 'ELON'},24011615.154181097,0.03735439329671279,1228814.4287111887,520177.8426008489,708636.5861103398
7,{'symbol': 'HEX'},2777862.990965305,0.04769251368577956,1344752.06858654,692973.2565749399,651778.8120115999
8,{'symbol': 'PAXG'},26892310.02638089,0.028290968344992413,634879.0200058178,393965.3031409859,240913.71686483192
9,{'symbol': 'QOM'},5527150.213038562,0.03142389687426525,1009295.2358628729,437592.8355288084,571702.4003340645
10,{'symbol': 'STARL'},7420871.581463146,0.026410742908391488,856143.5191270849,367782.26214108366,488361.2569860013
11,{'symbol': 'SHIB'},5835051.181114256,0.04408634946294484,1239466.136802765,613923.5610018553,625542.5758009097
12,{'symbol': 'MKR'},5497806.368653426,0.01495765869913507,469814.9987179867,208292.57138973864,261522.42732824804
13,{'symbol': 'XMON'},11504111.787546515,0.02803665613242552,851122.6151382211,390423.883607564,460698.7315306571
14,{'symbol': 'stETH'},2431759.5788526386,0.004400626083143473,123413.55094404262,61280.82883959056,62132.722104452056
15,{'symbol': 'SAND'},5811163.393658154,0.005446518669459796,197786.75303855265,75845.38473588761,121941.36830266504
16,{'symbol': 'ASTO'},19329499.18201667,0.06883625168579742,2020268.194312647,1161355.613767555,858912.580545092
17,{'symbol': 'BOND'},9921604.646318208,0.03680750429270241,1286121.6930576065,620989.6775643724,665132.0154932339
18,{'symbol': 'WBTC'},26384319.78442797,0.0173767278058899,449416.25534389645,241979.2689371676,207436.98640672883
19,{'symbol': 'RBN'},2533058.13292219,0.02840744670470467,844445.037250095,395587.3201654239,448857.7170846712
20,{'symbol': 'RAD'},4963455.943508278,0.0017147592191509228,115812.583242784,28930.18136011428,86882.40188266973
21,{'symbol': 'WOO'},5999244.615592446,0.005364495872843206,187509.76677391696,74703.1779531619,112806.58882075505
22,{'symbol': 'MC'},42762750.69178388,0.02165340049763645,523209.9385030173,301533.9873509306,221675.95115208672
23,{'symbol': 'REQ'},1914033.333891302,0.003840462833200645,107221.00949397206,53480.286918188416,53740.72257578365
24,{'symbol': 'UFT'},0.0,3.4322678858411066e-18,0.0,0.0,0.0
25,{'symbol': 'TOKE'},24406172.254041467,0.006115466229537378,154048.26552567363,85160.80035113421,68887.46517453941
26,{'symbol': 'LINK'},4562209.298855613,0.017273247253526358,512396.9717247429,240538.25261407968,271858.7191106632
27,{'symbol': 'YFI'},1053066.2922163508,0.002035839328053237,57456.57456259177,28350.03907403528,29106.53548855649
28,{'symbol': 'AUDIO'},4821979.085003912,0.010973886089453457,345630.0368202701,152816.6270997021,192813.409720568
29,{'symbol': 'FLX'},10711494.103161035,0.0002631173049660884,73885.60956737811,3664.034668185636,70221.57489919248
30,{'symbol': 'UFO'},8671755.330394654,0.007225240598061062,292589.7444736187,100614.94070370072,191974.80376991795
31,{'symbol': 'VADER'},4474753.97108561,0.0037994148688428246,108752.89093037648,52908.67432704832,55844.21660332816
32,{'symbol': 'HIGH'},7808073.254340326,0.004198342324528316,138590.21117838082,58463.930481375166,80126.28069700564
33,{'symbol': 'DAO'},2929743.927054425,0.004155129537289884,163631.1392018087,70102.35008276359,93528.7891190451
34,{'symbol': 'BEND'},1990498.8183013129,0.02070643075599136,696673.4641907389,288346.9795121343,408326.4846786046
35,{'symbol': 'WILD'},5389908.396966423,0.007827481244640638,218457.76209378574,109001.430554464,109456.33153932176
36,{'symbol': 'WOOL'},7944.176993280531,0.0003722158015641246,8384.817706109265,5183.283559222219,3201.5341468870456
37,{'symbol': 'FEI'},2356443.2889695894,0.002771417696457656,66164.7646014872,38593.32065275496,27571.44394873224
38,{'symbol': 'XCAD'},3789060.687984132,0.004817804043726567,338911.1990889745,156431.51348986334,182479.6855991112
39,{'symbol': 'MPL'},2446707.853732306,0.007352409028224973,299039.2300254331,124044.54470617395,174994.68531925918
40,{'symbol': 'ERN'},5781481.157091469,0.005242610636399074,176917.11661329243,73005.86757698237,103911.24903631004
41,{'symbol': 'USDT'},169481721.08592376,0.2882689072052865,7762108.486995701,4240726.737990255,3521381.7490054467
42,{'symbol': 'CAW'},10954367.820513418,0.0540575330295569,1897945.91414752,912019.7267111508,985926.1874363692
43,{'symbol': 'CULT'},8037203.913094214,0.097742214003282,3138636.756511747,1361107.2091949082,1777529.547316839
44,{'symbol': 'LOOKS'},673037.6272598116,0.27942126839190795,7788967.7583777215,3891075.178610552,3897892.579767169
45,{'symbol': 'STRNGR'},1902211.20092992,0.08250681515120303,2344643.8841146263,1148946.9729654707,1195696.9111491556
46,{'symbol': 'SUPER'},13203170.553594984,0.017150345610925478,656369.6549677566,238826.78829467812,417542.8666730785
47,{'symbol': 'CRV'},1799035.4717625764,0.004692195403434214,134867.3076517288,65341.07146735039,69526.23618437842
