,token,total_tvl
0,{'symbol': 'USDC'},245246729.5091113
1,{'symbol': 'WETH'},546233048.8027048
2,{'symbol': 'APE'},965836.0089106855
3,{'symbol': 'ELON'},17061849.85274307
4,{'symbol': 'QOM'},3214177.817368573
5,{'symbol': 'SAITAMA'},7958361.610351128
6,{'symbol': 'XMON'},6629735.141618685
7,{'symbol': 'DAI'},18183130.63493527
8,{'symbol': 'STRONG'},961335.5614820409
9,{'symbol': 'SHIB'},2038270.069667468
10,{'symbol': 'X2Y2'},6242522.709900564
11,{'symbol': 'UNI'},21197203.433149047
12,{'symbol': 'STARL'},4610508.359759688
13,{'symbol': 'PAXG'},22795436.30847124
14,{'symbol': 'HEX'},1847515.566392744
15,{'symbol': 'MOOV'},357980.8231153241
16,{'symbol': 'ALI'},2273743.272179371
17,{'symbol': 'AUDIO'},3123834.7146860766
18,{'symbol': 'MC'},30364101.86514712
19,{'symbol': 'BOND'},6305727.476035991
20,{'symbol': 'KUMA'},2518798.110100912
21,{'symbol': 'SAND'},4032297.491901343
22,{'symbol': 'MPL'},1967584.0782504585
23,{'symbol': 'TOKE'},10417845.28401488
24,{'symbol': 'WOO'},4098684.2930658497
25,{'symbol': 'KIBA'},1052875.3941957955
26,{'symbol': 'UFO'},5305044.584538205
27,{'symbol': 'VADER'},2214372.4254133827
28,{'symbol': 'HIGH'},5157057.074540528
29,{'symbol': '10SET'},6137415.301930696
30,{'symbol': 'RAD'},3632926.9256673167
31,{'symbol': 'MRI'},783900.2787879551
32,{'symbol': 'WILD'},3709048.11353939
33,{'symbol': 'DEFIT'},519852.4975227188
34,{'symbol': 'FXS'},821051.1603051336
35,{'symbol': 'RBN'},1840376.3781308357
36,{'symbol': 'KYL'},1469.3013051070075
37,{'symbol': 'F9'},766300.614661387
38,{'symbol': 'WBTC'},20748442.78387667
39,{'symbol': '$AKC'},1034049.6778193724
40,{'symbol': 'DOP'},861737.0670532268
41,{'symbol': 'CULT'},5504746.301626621
42,{'symbol': 'USDT'},126526236.64182335
43,{'symbol': 'FOX'},15117525.64021453
44,{'symbol': 'LOOKS'},435145.8948886886
45,{'symbol': 'VEMP'},3079309.491971497
46,{'symbol': 'SUPER'},8397548.37116463
47,{'symbol': 'WRLD'},47114.76485564559
48,{'symbol': 'FLOKI'},2531694.7589267814
49,{'symbol': 'ARC'},1065063.324929722
