,Source,Target,Volume
0,{'symbol': 'USDC'},{'symbol': 'WETH'},12740162.93540387
1,{'symbol': 'WETH'},{'symbol': 'USDC'},15685236.41363978
2,{'symbol': 'WETH'},{'symbol': 'CULT'},470232.9293493205
3,{'symbol': 'CULT'},{'symbol': 'WETH'},509398.06689672713
4,{'symbol': 'WETH'},{'symbol': 'USDT'},6673396.88575304
5,{'symbol': 'USDT'},{'symbol': 'WETH'},5319459.026389711
6,{'symbol': 'APE'},{'symbol': 'WETH'},105093.02490514182
7,{'symbol': 'WETH'},{'symbol': 'APE'},88824.88922581989
8,{'symbol': 'ELON'},{'symbol': 'WETH'},688658.2656826739
9,{'symbol': 'WETH'},{'symbol': 'ELON'},490168.14424514736
10,{'symbol': 'QOM'},{'symbol': 'WETH'},173460.6310124463
11,{'symbol': 'WETH'},{'symbol': 'QOM'},245650.24849136127
12,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},545934.5987509578
13,{'symbol': 'WETH'},{'symbol': 'SAITAMA'},405163.3253497216
14,{'symbol': 'XMON'},{'symbol': 'WETH'},113929.42426328534
15,{'symbol': 'WETH'},{'symbol': 'XMON'},343891.5110872189
16,{'symbol': 'DAI'},{'symbol': 'WETH'},1007679.4289620612
17,{'symbol': 'WETH'},{'symbol': 'DAI'},1275487.0104179406
18,{'symbol': 'WETH'},{'symbol': 'FOX'},58454.795443792245
19,{'symbol': 'FOX'},{'symbol': 'WETH'},46799.7198093201
20,{'symbol': 'WETH'},{'symbol': 'LOOKS'},196053.35127797665
21,{'symbol': 'LOOKS'},{'symbol': 'WETH'},206182.49772996292
22,{'symbol': 'STRONG'},{'symbol': 'WETH'},36377.6409759175
23,{'symbol': 'WETH'},{'symbol': 'STRONG'},15696.162841196705
24,{'symbol': 'SHIB'},{'symbol': 'WETH'},160180.6229600123
25,{'symbol': 'WETH'},{'symbol': 'SHIB'},151812.33457798607
26,{'symbol': 'USDC'},{'symbol': 'USDT'},363363.430219832
27,{'symbol': 'USDT'},{'symbol': 'USDC'},371797.7698596821
28,{'symbol': 'X2Y2'},{'symbol': 'WETH'},697091.0722308228
29,{'symbol': 'WETH'},{'symbol': 'X2Y2'},782401.7623679661
30,{'symbol': 'WETH'},{'symbol': 'VEMP'},13867.650554985576
31,{'symbol': 'VEMP'},{'symbol': 'WETH'},22770.88725013046
32,{'symbol': 'UNI'},{'symbol': 'WETH'},839091.9087050281
33,{'symbol': 'WETH'},{'symbol': 'UNI'},750155.8939553922
34,{'symbol': 'STARL'},{'symbol': 'WETH'},252532.78095015872
35,{'symbol': 'WETH'},{'symbol': 'STARL'},258739.5258934227
36,{'symbol': 'PAXG'},{'symbol': 'WETH'},564272.7910823
37,{'symbol': 'WETH'},{'symbol': 'PAXG'},900717.1102998075
38,{'symbol': 'HEX'},{'symbol': 'WETH'},1067694.3221274444
39,{'symbol': 'WETH'},{'symbol': 'HEX'},1002409.2332346188
40,{'symbol': 'WETH'},{'symbol': 'SUPER'},148126.89111213756
41,{'symbol': 'SUPER'},{'symbol': 'WETH'},241452.3930242624
42,{'symbol': 'MOOV'},{'symbol': 'WETH'},63156.03844676243
43,{'symbol': 'WETH'},{'symbol': 'MOOV'},61512.72422787156
44,{'symbol': 'ALI'},{'symbol': 'USDC'},47790.27481946527
45,{'symbol': 'USDC'},{'symbol': 'ALI'},7907.054737443988
46,{'symbol': 'AUDIO'},{'symbol': 'WETH'},193053.72463563312
47,{'symbol': 'WETH'},{'symbol': 'AUDIO'},116735.88385917546
48,{'symbol': 'MC'},{'symbol': 'WETH'},68558.67541930772
49,{'symbol': 'WETH'},{'symbol': 'MC'},91854.87532271688
50,{'symbol': 'BOND'},{'symbol': 'USDC'},209169.75118236252
51,{'symbol': 'USDC'},{'symbol': 'BOND'},113510.05320742456
52,{'symbol': 'KUMA'},{'symbol': 'WETH'},98884.12637734796
53,{'symbol': 'WETH'},{'symbol': 'KUMA'},60875.78492587047
54,{'symbol': 'WETH'},{'symbol': 'WRLD'},14981.069798727263
55,{'symbol': 'WRLD'},{'symbol': 'WETH'},13512.74690073718
56,{'symbol': 'SAND'},{'symbol': 'WETH'},549377.9043266098
57,{'symbol': 'WETH'},{'symbol': 'SAND'},502588.7757455274
58,{'symbol': 'MPL'},{'symbol': 'USDC'},168368.5998046467
59,{'symbol': 'USDC'},{'symbol': 'MPL'},172687.6464332508
60,{'symbol': 'TOKE'},{'symbol': 'WETH'},55805.38983682256
61,{'symbol': 'WETH'},{'symbol': 'TOKE'},84299.78963231998
62,{'symbol': 'WOO'},{'symbol': 'WETH'},209281.43163287148
63,{'symbol': 'WETH'},{'symbol': 'WOO'},170043.51088432822
64,{'symbol': 'KIBA'},{'symbol': 'WETH'},50702.95237925332
65,{'symbol': 'WETH'},{'symbol': 'KIBA'},51534.09221169386
66,{'symbol': 'UFO'},{'symbol': 'WETH'},531978.2265950214
67,{'symbol': 'WETH'},{'symbol': 'UFO'},540822.9522391538
68,{'symbol': 'VADER'},{'symbol': 'WETH'},187218.7672381097
