,token,total_tvl
0,{'symbol': 'USDC'},330059487.16383487
1,{'symbol': 'WETH'},814824568.3397874
2,{'symbol': 'APE'},6668027.83866689
3,{'symbol': 'ELON'},26169680.111071143
4,{'symbol': 'QOM'},6602991.323269118
5,{'symbol': 'SAITAMA'},10109560.554378575
6,{'symbol': 'XMON'},11832787.13776727
7,{'symbol': 'DAI'},21932602.064508762
8,{'symbol': 'STRONG'},1592978.1591015728
9,{'symbol': 'SHIB'},6272606.811864855
10,{'symbol': 'X2Y2'},6610782.086374197
11,{'symbol': 'UNI'},29700369.469316553
12,{'symbol': 'STARL'},8034529.993353622
13,{'symbol': 'PAXG'},27808822.946332984
14,{'symbol': 'HEX'},2507767.4282807736
15,{'symbol': 'MOOV'},712042.8507720706
16,{'symbol': 'ALI'},2854758.670595692
17,{'symbol': 'AUDIO'},5300903.968866318
18,{'symbol': 'MC'},46714714.39839583
19,{'symbol': 'BOND'},11028965.430035977
20,{'symbol': 'KUMA'},3784581.4333633194
21,{'symbol': 'SAND'},6385279.225709178
22,{'symbol': 'MPL'},2759080.878096794
23,{'symbol': 'TOKE'},30481394.08518649
24,{'symbol': 'WOO'},6414127.893208433
25,{'symbol': 'KIBA'},1845848.5193888412
26,{'symbol': 'UFO'},9914041.507155936
27,{'symbol': 'VADER'},4403337.395664377
28,{'symbol': 'HIGH'},8431653.335961072
29,{'symbol': '10SET'},10857867.750335844
30,{'symbol': 'RAD'},5434719.525981197
31,{'symbol': 'MRI'},1275040.1934556281
32,{'symbol': 'WILD'},6134250.948786323
33,{'symbol': 'DEFIT'},903809.775309152
34,{'symbol': 'FXS'},846890.4805657875
35,{'symbol': 'RBN'},2549315.98108044
36,{'symbol': 'KYL'},2844.7538615704643
37,{'symbol': 'F9'},1180998.1093190708
38,{'symbol': 'WBTC'},29041893.324936703
39,{'symbol': '$AKC'},1736148.2152973695
40,{'symbol': 'DOP'},1599129.1296066884
41,{'symbol': 'CULT'},7544899.732590638
42,{'symbol': 'USDT'},170506882.19779438
43,{'symbol': 'FOX'},22128362.969761442
44,{'symbol': 'LOOKS'},823489.3892479667
45,{'symbol': 'VEMP'},4963688.469185535
46,{'symbol': 'SUPER'},15000307.754376745
47,{'symbol': 'WRLD'},73441.90445220051
48,{'symbol': 'FLOKI'},4129588.951183611
49,{'symbol': 'ARC'},1676802.807943337
