,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},249214011.9675383,0.5783924846321427,21088010.969548963,9574450.696170028,11513560.273378933
1,{'symbol': 'WETH'},559755308.5871118,0.7318784914070312,52999289.57563935,27491186.93275746,25508102.64288189
2,{'symbol': 'APE'},956460.7117528396,0.01452430238685324,435451.79081541393,225603.3934377306,209848.3973776833
3,{'symbol': 'ELON'},17137792.364737637,0.03501774449611929,1078338.2975084013,543924.367480176,534413.9300282252
4,{'symbol': 'QOM'},3684808.2143716575,0.05285310080705278,1532474.496048322,820957.7698251815,711516.7262231404
5,{'symbol': 'SAITAMA'},6741702.78441373,0.05476339277591808,1846223.6492496715,850629.9936025494,995593.655647122
6,{'symbol': 'XMON'},7265537.193844107,0.012584086520568244,528189.6099225609,195466.36710923625,332723.2428133246
7,{'symbol': 'DAI'},18663554.30849996,0.14733495012155015,4670690.98138281,2288527.4510318185,2382163.530350991
8,{'symbol': 'STRONG'},969409.7018410736,0.0017778549618126303,47546.91142764992,27615.10341371615,19931.80801393376
9,{'symbol': 'SHIB'},2058218.0029255005,0.023783332856813503,730847.7999932059,369422.25911056,361425.54088264593
10,{'symbol': 'X2Y2'},6294855.021887441,0.028939546154741785,964162.9277931345,449512.7988361936,514650.12895694096
11,{'symbol': 'UNI'},22311894.961646244,0.04975417638966094,1303542.4483235772,772822.7306371059,530719.7176864713
12,{'symbol': 'STARL'},4959431.412504828,0.019621448237860075,518773.3113787131,304776.4490658675,213996.8623128456
13,{'symbol': 'PAXG'},23492057.058107585,0.02040150293774823,820338.5232339501,316892.89932106866,503445.6239128814
14,{'symbol': 'HEX'},1566886.5686700093,0.043815629083000365,1352363.470416659,680580.336559315,671783.1338573439
15,{'symbol': 'MOOV'},365997.9045364416,0.0013571467289883155,43534.13982171024,21080.317615104497,22453.822206605742
16,{'symbol': 'ALI'},2375292.1057834886,0.004327949769748888,135044.64102384425,85064.6070956708,49980.03392817344
17,{'symbol': 'AUDIO'},3404591.8071385,0.008203350561418013,218069.6110646011,127421.17830666991,90648.4327579312
18,{'symbol': 'MC'},31886935.817736983,0.018412248428618865,356229.9899955571,285994.1645166281,70235.82547892907
19,{'symbol': 'BOND'},8026821.069681497,0.01584737412651884,516893.7657411847,311475.57741841185,205418.18832277288
20,{'symbol': 'KUMA'},1809813.097024985,0.009492993483678942,328427.4785714703,147452.971355014,180974.50721645632
21,{'symbol': 'SAND'},4253053.598117876,0.019782403597907918,599451.5807917494,307276.5399102752,292175.0408814742
22,{'symbol': 'MPL'},1935559.296351124,0.0035339376398197363,149830.08699264305,69458.52720682399,80371.55978581906
