,token,total_tvl
0,{'symbol': 'USDC'},249214011.9675383
1,{'symbol': 'WETH'},559755308.5871118
2,{'symbol': 'APE'},956460.7117528397
3,{'symbol': 'ELON'},17137792.364737637
4,{'symbol': 'QOM'},3684808.2143716575
5,{'symbol': 'SAITAMA'},6741702.78441373
6,{'symbol': 'XMON'},7265537.193844107
7,{'symbol': 'DAI'},18663554.30849996
8,{'symbol': 'STRONG'},969409.7018410736
9,{'symbol': 'SHIB'},2058218.0029255005
10,{'symbol': 'X2Y2'},6294855.021887441
11,{'symbol': 'UNI'},22311894.961646244
12,{'symbol': 'STARL'},4959431.412504828
13,{'symbol': 'PAXG'},23492057.058107585
14,{'symbol': 'HEX'},1566886.5686700093
15,{'symbol': 'MOOV'},365997.9045364416
16,{'symbol': 'ALI'},2375292.1057834886
17,{'symbol': 'AUDIO'},3404591.8071385
18,{'symbol': 'MC'},31886935.817736983
19,{'symbol': 'BOND'},8026821.069681497
20,{'symbol': 'KUMA'},1809813.097024985
21,{'symbol': 'SAND'},4253053.598117876
22,{'symbol': 'MPL'},1935559.296351124
23,{'symbol': 'TOKE'},10194311.412411312
24,{'symbol': 'WOO'},4401334.23919112
25,{'symbol': 'KIBA'},1131853.848079736
26,{'symbol': 'UFO'},6503632.473703618
27,{'symbol': 'VADER'},2452211.0167581863
28,{'symbol': 'HIGH'},5656307.829290595
29,{'symbol': '10SET'},6469660.392244136
30,{'symbol': 'RAD'},3943292.5701841274
31,{'symbol': 'MRI'},742170.4301563127
32,{'symbol': 'WILD'},3558170.9423982035
33,{'symbol': 'DEFIT'},583070.0543770799
34,{'symbol': 'FXS'},714775.6998521598
35,{'symbol': 'RBN'},1942320.9135943248
36,{'symbol': 'KYL'},1805.3640859495508
37,{'symbol': 'F9'},793021.1165751491
38,{'symbol': 'WBTC'},21408099.513388786
39,{'symbol': '$AKC'},920964.0623299761
40,{'symbol': 'DOP'},827814.3708783172
41,{'symbol': 'CULT'},5738502.581454828
42,{'symbol': 'USDT'},125821431.81247601
43,{'symbol': 'FOX'},15468723.88764454
44,{'symbol': 'LOOKS'},462550.796577248
45,{'symbol': 'VEMP'},2995402.932914006
46,{'symbol': 'SUPER'},8401175.011432007
47,{'symbol': 'WRLD'},50510.54544645521
48,{'symbol': 'FLOKI'},2783675.276009623
49,{'symbol': 'ARC'},946081.8075964908
