,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},251257738.39494357,0.6133837198599326,22060960.423095636,9870532.485884422,12190427.937211215
1,{'symbol': 'WETH'},568953181.1380302,0.7376852293829337,51542751.1696295,26592745.517413,24950005.652216494
2,{'symbol': 'APE'},1032819.5755099052,0.008170636326097883,249687.98989154876,127146.53736639142,122541.45252515732
3,{'symbol': 'ELON'},17928138.67170056,0.05037126290277485,1227741.3245184384,783847.3535290309,443893.9709894074
4,{'symbol': 'QOM'},3377337.558214199,0.00839022431389059,266231.05002851697,130563.63380549256,135667.41622302443
5,{'symbol': 'SAITAMA'},7496698.909055818,0.036757957199585814,1008860.5023247122,572005.2627555114,436855.2395692008
6,{'symbol': 'XMON'},7263945.272802301,0.0245460001415326,542116.2210339282,381970.1183152926,160146.10271863564
7,{'symbol': 'DAI'},18822112.78392033,0.09548871035587153,3155159.2339365957,1485937.9850932192,1669221.2488433763
8,{'symbol': 'STRONG'},1018627.0394050336,0.005122350765764999,143630.78276637086,79710.9474769814,63919.83528938947
9,{'symbol': 'SHIB'},2112288.393241829,0.01639355267920678,518454.08212327684,255106.6251274629,263347.45699581393
10,{'symbol': 'X2Y2'},6404259.5741472775,0.0350562162508562,1233598.5351000705,545523.7917304878,688074.7433695827
11,{'symbol': 'UNI'},22536148.641566884,0.06415506281796955,1948575.6606804868,998342.572875693,950233.0878047938
12,{'symbol': 'STARL'},4877663.370476961,0.030193760832872667,946881.1073991726,469857.1796307287,477023.927768444
13,{'symbol': 'PAXG'},23519133.3958586,0.01885954761081793,856151.8517954377,293480.9578236734,562670.8939717644
14,{'symbol': 'HEX'},2030656.5597404228,0.024095733519636998,716963.0409139857,374963.339457343,341999.7014566427
15,{'symbol': 'MOOV'},385132.2903286521,0.002567388755583485,83142.75029637088,39952.16251434184,43190.58778202903
16,{'symbol': 'ALI'},2384752.267585651,0.0035757255771674476,68003.59106132346,66919.3448591133,1084.2462022101536
17,{'symbol': 'AUDIO'},3567304.7556779063,0.015817556273987416,399456.6088064017,246143.3148617461,153313.29394465566
