,token,total_tvl
0,{'symbol': 'USDC'},247281305.03992727
1,{'symbol': 'WETH'},550614198.0791458
2,{'symbol': 'APE'},980474.1076485185
3,{'symbol': 'ELON'},16505398.582333356
4,{'symbol': 'QOM'},3261771.549218571
5,{'symbol': 'SAITAMA'},6931599.839090799
6,{'symbol': 'XMON'},6598869.126887951
7,{'symbol': 'DAI'},18437743.53021901
8,{'symbol': 'STRONG'},947006.6271406068
9,{'symbol': 'SHIB'},2064446.179944456
10,{'symbol': 'X2Y2'},6405104.451039514
11,{'symbol': 'UNI'},21495280.027079165
12,{'symbol': 'STARL'},4686195.828574397
13,{'symbol': 'PAXG'},23165887.238384064
14,{'symbol': 'HEX'},1886634.2202663224
15,{'symbol': 'MOOV'},376746.2539294576
16,{'symbol': 'ALI'},2253602.8202312137
17,{'symbol': 'AUDIO'},3229472.2673393255
18,{'symbol': 'MC'},30656437.947956793
19,{'symbol': 'BOND'},6219310.098599013
20,{'symbol': 'KUMA'},2519133.436231404
21,{'symbol': 'SAND'},4358605.334041995
22,{'symbol': 'MPL'},1929636.3909791887
23,{'symbol': 'TOKE'},10310993.00893348
24,{'symbol': 'WOO'},4289154.445834378
25,{'symbol': 'KIBA'},991576.5299396032
26,{'symbol': 'UFO'},5463861.247050318
27,{'symbol': 'VADER'},2272268.770204927
28,{'symbol': 'HIGH'},5143590.353270152
29,{'symbol': '10SET'},6087845.646596172
30,{'symbol': 'RAD'},3698247.513011649
31,{'symbol': 'MRI'},747929.7861165104
32,{'symbol': 'WILD'},3680084.8347000214
33,{'symbol': 'DEFIT'},482093.92531539913
34,{'symbol': 'FXS'},712858.7709115656
35,{'symbol': 'RBN'},1847933.696428629
36,{'symbol': 'KYL'},1991.219898942598
37,{'symbol': 'F9'},777920.2653227162
38,{'symbol': 'WBTC'},21043903.229499396
39,{'symbol': '$AKC'},976806.8226400474
40,{'symbol': 'DOP'},818025.1960438414
41,{'symbol': 'CULT'},5452613.956224672
42,{'symbol': 'USDT'},127148918.52463327
43,{'symbol': 'FOX'},15325315.429256331
44,{'symbol': 'LOOKS'},435876.4562304944
45,{'symbol': 'VEMP'},2892944.683163647
46,{'symbol': 'SUPER'},8398957.947789159
47,{'symbol': 'WRLD'},44361.6396955333
48,{'symbol': 'FLOKI'},2499514.2553911847
49,{'symbol': 'ARC'},1039889.6531302938
