,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},319147420.0790484,0.649379638257656,31430455.13775028,18152225.606715385,13278229.531034894
1,{'symbol': 'WETH'},786646491.1842134,0.6493185141322366,82307391.82791549,38788343.84548821,43519047.98242728
2,{'symbol': 'APE'},6264038.726173565,0.06248909120715525,3355771.739881143,1629601.85208483,1726169.8877963128
3,{'symbol': 'ELON'},25239581.87661424,0.028636128104533788,1606948.0712873251,746778.1414997324,860169.9297875927
4,{'symbol': 'QOM'},6155777.136343314,0.03302880611812621,1821880.704496252,861331.1952932698,960549.5092029822
5,{'symbol': 'SAITAMA'},10106234.01127556,0.0170080687253657,890532.3891099021,443539.5004123277,446992.8886975744
6,{'symbol': 'XMON'},11527336.853746291,0.008597953655733782,950293.0011423195,224218.9945613882,726074.0065809314
7,{'symbol': 'DAI'},21475481.154613808,0.037847787900065336,1597630.4038132778,987001.476062402,610628.9277508759
8,{'symbol': 'STRONG'},1517477.6550880347,0.004917814094528636,282171.4877443432,128247.64773879612,153923.84000554704
9,{'symbol': 'SHIB'},6063191.8991002655,0.009826624925140439,522331.0978428512,256260.506728544,266070.59111430723
10,{'symbol': 'X2Y2'},6881990.218467304,0.038663134852240544,2034796.5636819503,1008264.2417338018,1026532.3219481484
11,{'symbol': 'UNI'},29788149.69969275,0.042985321964184114,2330776.2715216023,1120979.0210115314,1209797.250510071
12,{'symbol': 'STARL'},7528412.403896034,0.017455575291767465,1049955.3002510217,455209.6578004539,594745.6424505678
13,{'symbol': 'PAXG'},27307201.93754088,0.04100203931271978,1647457.0143155889,1069258.6163841083,578198.3979314804
14,{'symbol': 'HEX'},2485184.6353999507,0.052045688805590434,2742975.0179365724,1357256.9104815111,1385718.107455061
15,{'symbol': 'MOOV'},637966.1633369869,0.006561258034606006,371000.6868519188,171105.6768253356,199895.01002658324
16,{'symbol': 'ALI'},2951087.880404996,0.001304257652033422,102913.67717520491,34009.466051209485,68904.21112399542
17,{'symbol': 'AUDIO'},5076453.505905222,0.006557829486418282,408458.13752104505,171016.26652397346,237441.8709970716
18,{'symbol': 'MC'},43648588.3421283,0.007428986436457283,758070.6964943467,193734.4554400824,564336.2410542642
19,{'symbol': 'BOND'},10508665.822868856,0.002745863281602812,358791.2548898525,71600.38042432771,287190.8744655248
20,{'symbol': 'KUMA'},4027268.166424582,0.0024671491933884004,155151.18767098262,64338.76405062775,90812.42362035488
21,{'symbol': 'SAND'},6187978.526708713,0.010445852844771618,664321.3233911226,272408.84470562224,391912.4786855004
22,{'symbol': 'MPL'},2758559.823091447,0.019962694314764943,1065176.9764754246,520541.7606944384,544635.2157809861
23,{'symbol': 'TOKE'},25980038.93714329,0.00863156832373106,713713.9078466238,225095.6039690058,488618.303877618
24,{'symbol': 'WOO'},6292380.932392536,0.012136991895321437,769527.2967112302,316510.67553195124,453016.621179279
25,{'symbol': 'KIBA'},1842957.6088864524,0.004452299913327966,298341.24950606364,116107.88450649756,182233.3649995661
26,{'symbol': 'UFO'},9387682.787790976,0.0030766750142144535,264208.96058707056,80234.08893571713,183974.87165135343
27,{'symbol': 'VADER'},4835247.203119737,0.007603203768695538,556350.6132328757,198277.72662224044,358072.8866106352
28,{'symbol': 'HIGH'},7936526.311091779,0.002637454380689142,246342.48678550572,68780.01360768863,177562.4731778171
29,{'symbol': '10SET'},10743036.040251384,0.0018402749773062264,115628.68961496853,47991.02456814567,67637.66504682286
30,{'symbol': 'RAD'},5128528.171983321,0.002373529977307117,211477.43984101794,61891.51894865419,149585.92089236376
