,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},207313239.82934883,0.5892118731466028,23640370.930457868,10481759.694318976,13158611.236138891
1,{'symbol': 'WETH'},503822941.0028376,0.7423663734724417,50914612.056982026,27275403.488656186,23639208.568325844
2,{'symbol': 'APE'},898096.9319712435,0.007249431350925681,242086.74870474206,117558.08640956962,124528.66229517244
3,{'symbol': 'ELON'},16468456.254846444,0.02717470662679752,855986.6772889467,440669.94432326895,415316.73296567774
4,{'symbol': 'QOM'},3584082.8916159016,0.015137096556330177,537373.6894990925,245465.88812539828,291907.8013736942
5,{'symbol': 'SAITAMA'},6388891.25277104,0.13139873026607854,4207446.193945841,2130785.5111635835,2076660.6827822577
6,{'symbol': 'XMON'},4756295.395111519,0.010162733373318456,283084.95693152945,164800.7174942683,118284.23943726116
7,{'symbol': 'DAI'},18341904.73140061,0.05002389964246743,1853061.8117457193,811196.5797099313,1041865.232035788
8,{'symbol': 'STRONG'},922824.0012903756,0.0041247951619022396,131196.3528907118,66888.42235919165,64307.93053152016
9,{'symbol': 'SHIB'},1948623.2366603387,0.006983786115910513,241317.81149802962,113250.33536255584,128067.4761354738
10,{'symbol': 'X2Y2'},5625783.591586185,0.033462592464899715,1122845.9543592897,542635.4352572226,580210.5191020672
11,{'symbol': 'UNI'},21331690.541340627,0.042006900823417695,1311165.7352396944,681191.4807865621,629974.2544531324
12,{'symbol': 'STARL'},4801140.113775017,0.012126056689766511,386400.2163465931,196638.3225300692,189761.8938165239
13,{'symbol': 'PAXG'},23215404.27628705,0.04249828386819714,1531149.9218919706,689159.8368743814,841990.0850175893
14,{'symbol': 'HEX'},1458754.9917660616,0.023264737318475313,773823.1820045942,377265.17675514537,396558.0052494489
15,{'symbol': 'MOOV'},348441.86957919336,0.0016229337913395154,46984.887823600715,26317.78709856184,20667.100725038872
16,{'symbol': 'ALI'},2406170.4653430507,0.0036047449834202463,113431.16992098934,73649.5189538294,39781.650967159934
17,{'symbol': 'AUDIO'},3234673.319611487,0.009475093859388346,284445.1619829637,153649.83110275693,130795.33088020672
18,{'symbol': 'MC'},30627758.942498382,0.006181412237298004,125104.13205747042,100238.89581803812,24865.236239432303
19,{'symbol': 'BOND'},7904866.352238393,0.02836638661638943,1059222.3839720674,579561.3110953607,479661.0728767066
20,{'symbol': 'KUMA'},1575022.3762653265,0.0016455435391146238,53668.39229965669,26684.43084673749,26983.9614529192
21,{'symbol': 'SAND'},4041540.9461910687,0.01834134410488379,557295.309765454,297426.5443418916,259868.76542356244
22,{'symbol': 'MPL'},1960843.9640063047,0.012619524316069929,494719.873437078,257832.91178142265,236886.9616556553
23,{'symbol': 'TOKE'},5228726.654011432,0.013451253706773043,573020.8686732254,218127.95639149807,354892.91228172736
24,{'symbol': 'WOO'},4195447.294707854,0.020496914896109986,604751.5209958918,332381.6691055132,272369.8518903786
25,{'symbol': 'KIBA'},1026880.7931383032,0.002553102477720976,98260.13800886285,41401.57029697164,56858.56771189121
26,{'symbol': 'UFO'},6101379.236634904,0.0049105260049695275,142387.1522180451,79629.97543730591,62757.1767807392
27,{'symbol': 'VADER'},2311689.4489126727,0.0034462113585797694,126599.88558241687,55884.38500432591,70715.50057809097
28,{'symbol': 'HIGH'},5503118.003877869,0.010411859215871308,302148.72400819964,168840.5870934124,133308.1369147872
29,{'symbol': '10SET'},7487722.403434214,0.00654893916391205,131682.63328113296,106198.77875302373,25483.854528109227
30,{'symbol': 'RAD'},3871528.035521192,0.0053102963749077775,154524.01250687998,108496.10036578508,46027.91214109489
31,{'symbol': 'MRI'},658797.6170167037,0.003282711808000016,141151.41873027297,53233.046800741184,87918.37192953179
32,{'symbol': 'WILD'},3520399.0142318145,0.008774179676309458,227204.30239528674,142283.68028189888,84920.62211338786
33,{'symbol': 'DEFIT'},513103.9055452382,0.004367631959907325,157351.48620198865,70826.30767755593,86525.1785244327
34,{'symbol': 'FXS'},318679.72405433416,0.006328256593958988,208385.41844326118,102620.15039284142,105765.26805041976
35,{'symbol': 'RBN'},1780124.5200093524,0.006690661992840461,234875.96780665597,108496.98171031525,126378.98609634073
36,{'symbol': 'KYL'},1713.7257812623395,4.60203176804539e-05,1692.4805493808358,746.2737724636348,946.2067769172008
37,{'symbol': 'F9'},737913.5703923799,0.0006268349819479478,25964.519699063556,10164.869133213047,15799.650565850508
38,{'symbol': 'WBTC'},20826414.641112227,0.008552044826961631,260039.61488033182,138681.5014970936,121358.11338323823
39,{'symbol': '$AKC'},841199.7279471644,0.0011821655312957893,44896.970788800514,19170.209489705623,25726.76129909489
40,{'symbol': 'DOP'},734655.6593854718,0.002357950510811191,66348.19292935907,38236.95080084303,28111.24212851603
41,{'symbol': 'CULT'},5518006.855206791,0.02318527210457852,643457.2061118707,375976.5545129838,267480.6515988869
42,{'symbol': 'USDT'},120541388.48972212,0.26789624663533546,10016444.5060726,4391200.500356256,5625244.0057163425
43,{'symbol': 'FOX'},14653933.312463196,0.0038044907407828233,216061.21765757285,61694.30809110923,154366.9095664636
44,{'symbol': 'LOOKS'},414626.16493097926,0.011470722085021867,359874.3395980718,186011.2983729377,173863.04122513413
45,{'symbol': 'VEMP'},2948913.014931797,0.0018001489032414002,42213.89713593699,29191.53931850449,13022.357817432505
46,{'symbol': 'SUPER'},8160605.66957935,0.018117755883915964,504764.7241226352,293800.79742074275,210963.9267018925
47,{'symbol': 'WRLD'},48141.73849276452,0.0046026169501653755,113689.34511223329,74636.86666521808,39052.47844701521
48,{'symbol': 'FLOKI'},2732194.4204544774,0.005529470807887668,158338.5390046043,89666.89600417422,68671.64300043008
49,{'symbol': 'ARC'},948284.177406728,0.0029132052769078043,66819.30274710347,47241.06224246198,19578.2405046415
