,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},333815015.904497,0.4303771356467202,21979330.044452913,9072742.537417846,12906587.507035065
1,{'symbol': 'WETH'},837414788.1563725,0.7229961185899125,85962234.36761306,43284442.77594352,42677791.591669545
2,{'symbol': 'APE'},6896908.25434363,0.2102426128879371,7850379.415568467,3966366.632595013,3884012.7829734543
3,{'symbol': 'ELON'},27223683.653378293,0.03247632117560529,1058844.8545194583,612687.3847834988,446157.4697359595
4,{'symbol': 'QOM'},6800910.666672761,0.0318012598338736,1169122.0603597257,599951.9038835032,569170.1564762227
5,{'symbol': 'SAITAMA'},10815851.408949472,0.051672634681181766,1879272.4701717687,974838.598143538,904433.8720282308
6,{'symbol': 'XMON'},13382676.836853595,0.015403878833201509,476287.88563449366,290604.4125750706,185683.4730594231
7,{'symbol': 'DAI'},22189435.74049788,0.026038578756268537,1265677.2468395836,491235.0951141865,774442.1517253971
8,{'symbol': 'STRONG'},1673766.9280899044,0.02303355641138139,800365.2087941921,434543.3512510339,365821.85754315817
9,{'symbol': 'SHIB'},6502753.085118698,0.011465677653236521,411368.5245961816,216307.629738828,195060.8948573536
10,{'symbol': 'X2Y2'},7379821.552572058,0.07404003723954466,2545034.7970543355,1396814.5141896282,1148220.2828647073
11,{'symbol': 'UNI'},31990856.15698452,0.07084226455497328,1956804.1744116805,1336486.4070543337,620317.7673573468
12,{'symbol': 'STARL'},8338024.41064269,0.04185473772794825,1440038.328909115,789617.4465289603,650420.8823801547
13,{'symbol': 'PAXG'},28216750.69047248,0.010581562998466408,693147.418875722,199628.21913838247,493519.1997373395
14,{'symbol': 'HEX'},2716265.327146488,0.054854355527692474,2034828.325693529,1034863.876684757,999964.449008772
15,{'symbol': 'MOOV'},741383.9534531822,0.012092948906954941,434466.21805147873,228141.5188641541,206324.69918732467
16,{'symbol': 'ALI'},3021018.918964393,0.0012596630617150012,99150.59904905749,39922.09096610933,59228.50808294815
17,{'symbol': 'AUDIO'},5568502.8785497565,0.01532233404670151,521834.2088850632,289066.0159779548,232768.1929071084
18,{'symbol': 'MC'},47257060.11316244,0.015669971639450983,581174.1049385048,295624.43022698286,285549.6747115219
19,{'symbol': 'BOND'},11136123.131780136,0.006750955305787286,360238.66959050845,213955.8267739021,146282.84281660634
20,{'symbol': 'KUMA'},4366940.100700344,0.022253959346157468,759803.8087247506,419835.73444634135,339968.0742784093
21,{'symbol': 'SAND'},6870018.312904248,0.021553697768191084,680762.6695653235,406624.8343401162,274137.8352252073
22,{'symbol': 'MPL'},2806662.9709317847,0.011369673163449322,679288.3071790242,360335.3468729813,318952.96030604286
23,{'symbol': 'TOKE'},29073801.043965567,0.020362428391861302,1051949.9457918266,384150.7457631,667799.2000287266
24,{'symbol': 'WOO'},7015339.143612055,0.029833048295370427,979386.0646196702,562820.285012459,416565.7796072112
25,{'symbol': 'KIBA'},2090075.4948592987,0.007865440749355444,203334.06738497305,148386.76760322202,54947.29978175103
26,{'symbol': 'UFO'},10256712.004157556,0.008435620266615393,228391.60810313394,159143.58317350064,69248.0249296333
27,{'symbol': 'VADER'},5495790.641049472,0.04221141816118536,1308180.0269104368,796346.4599742283,511833.5669362084
28,{'symbol': 'HIGH'},8779775.577944033,0.01534365472311332,544851.260775676,289468.244709526,255383.01606614992
29,{'symbol': '10SET'},11517827.625436584,0.0031026964744916017,69605.09322751831,58534.43123850971,11070.6619890086
30,{'symbol': 'RAD'},5510989.28124828,0.0037076367046865767,165660.26775999356,117504.92198466428,48155.34577532929
31,{'symbol': 'MRI'},1467560.4433644912,0.005054589249957459,241202.92463369266,95358.18579837936,145844.7388353133
32,{'symbol': 'WILD'},6482629.594880689,0.022356285937872793,750527.4463721362,421766.1936117401,328761.25276039616
33,{'symbol': 'DEFIT'},867219.0180888359,0.001510881149804349,55546.957953806734,28503.77711770049,27043.180836106243
34,{'symbol': 'FXS'},1537971.7708605535,0.011980705872415167,431484.59267071006,226023.9794137812,205460.6132569289
35,{'symbol': 'RBN'},2693212.721473269,0.014000193371264569,535744.7360901355,264122.9533579856,271621.78273215
36,{'symbol': 'KYL'},2614.177550657276,-2.2361586759039155e-20,64.83936818667603,0.0,64.83936818667603
37,{'symbol': 'F9'},1245421.6398738169,0.0011833450458192188,40152.12092843857,22324.59081492542,17827.530113513145
38,{'symbol': 'WBTC'},29531625.506285064,0.008326743405940744,327538.6721489909,157089.5488304634,170449.12331852753
39,{'symbol': '$AKC'},1734384.1680698972,0.0052624341888138125,214895.73907840866,99279.31871672386,115616.4203616848
40,{'symbol': 'DOP'},1856504.2558218911,0.01928687915319866,719636.0821988876,363859.7944980576,355776.2877008299
41,{'symbol': 'CULT'},9321770.50488123,0.1470310736761663,5544218.414535828,2773838.931000202,2770379.483535626
42,{'symbol': 'USDT'},172337612.07810965,0.30293702737372813,13778222.514717665,5975801.026562067,7802421.488155598
43,{'symbol': 'FOX'},22595981.716277737,0.001017152682563864,222366.68478879408,19189.261420215145,203177.42336857892
44,{'symbol': 'LOOKS'},835093.7681972347,0.04214994668462129,1569912.982692755,795186.7597110365,774726.2229817186
45,{'symbol': 'VEMP'},5070429.728372682,0.002608465190456487,73286.51828581216,49210.429567989966,24076.088717822186
46,{'symbol': 'SUPER'},15648638.698747236,0.08378544106887979,3023748.689046508,1580668.0348383745,1443080.6542081337
47,{'symbol': 'WRLD'},72964.86657977692,0.311785290409054,8859516.288339144,5882036.735681057,2977479.552658087
48,{'symbol': 'FLOKI'},4286784.098432529,0.011188327470532264,322106.7666142005,211075.2341977367,111031.5324164638
49,{'symbol': 'ARC'},1767621.0385566528,0.007490950404256562,254312.05836748588,141321.75833309433,112990.30003439156
