,token,total_tvl
0,{'symbol': 'USDC'},258209896.7914422
1,{'symbol': 'WETH'},584774249.2119608
2,{'symbol': 'APE'},782106.7814494227
3,{'symbol': 'ELON'},16685350.899886815
4,{'symbol': 'QOM'},3476405.0683894795
5,{'symbol': 'SAITAMA'},5450746.884284291
6,{'symbol': 'XMON'},6673549.40116789
7,{'symbol': 'DAI'},18363876.429903705
8,{'symbol': 'STRONG'},937339.7659822279
9,{'symbol': 'SHIB'},1910996.3778155344
10,{'symbol': 'X2Y2'},5701041.327568728
11,{'symbol': 'UNI'},21141626.13344372
12,{'symbol': 'STARL'},4749706.142471759
13,{'symbol': 'PAXG'},23430493.03639225
14,{'symbol': 'HEX'},1912979.432057502
15,{'symbol': 'MOOV'},303375.4025985068
16,{'symbol': 'ALI'},2364959.793596088
17,{'symbol': 'AUDIO'},3098528.7136442987
18,{'symbol': 'MC'},32942200.610680845
19,{'symbol': 'BOND'},8576871.13892068
20,{'symbol': 'KUMA'},2442057.420546864
21,{'symbol': 'SAND'},4214372.388142139
22,{'symbol': 'MPL'},1947654.7432189817
23,{'symbol': 'TOKE'},14461576.329198342
24,{'symbol': 'WOO'},4148278.795485318
25,{'symbol': 'KIBA'},929734.3471245422
26,{'symbol': 'UFO'},5644251.293925464
27,{'symbol': 'VADER'},2417855.5331305102
28,{'symbol': 'HIGH'},4968864.252451671
29,{'symbol': '10SET'},6185029.429970138
30,{'symbol': 'RAD'},3686480.3854994657
31,{'symbol': 'MRI'},782820.7510444836
32,{'symbol': 'WILD'},3605729.6232623328
33,{'symbol': 'DEFIT'},563520.7902360422
34,{'symbol': 'FXS'},824717.8792914054
35,{'symbol': 'RBN'},1853614.1685536632
36,{'symbol': 'KYL'},1614.9692428059807
37,{'symbol': 'F9'},816407.6452525653
38,{'symbol': 'WBTC'},21024603.58462249
39,{'symbol': '$AKC'},1117477.6937620593
40,{'symbol': 'DOP'},855496.2202215797
41,{'symbol': 'CULT'},5863128.806229099
42,{'symbol': 'USDT'},144205676.7458654
43,{'symbol': 'FOX'},15599646.86681932
44,{'symbol': 'LOOKS'},486292.776225139
45,{'symbol': 'VEMP'},3040278.5634811134
46,{'symbol': 'SUPER'},8230227.116318981
47,{'symbol': 'WRLD'},49727.316695721216
48,{'symbol': 'FLOKI'},2449799.30010562
49,{'symbol': 'ARC'},1088905.2521170732
