,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},245318050.63929936,0.674248831189458,31334942.95852796,17221355.681605533,14113587.276922429
1,{'symbol': 'WETH'},545612311.7427105,0.6656833608294151,62111167.027249075,28922657.5594224,33188509.467826676
2,{'symbol': 'APE'},892562.3028417737,0.003769110607526478,193917.9141309617,88824.88922581989,105093.02490514182
3,{'symbol': 'ELON'},16533023.748520317,0.020799327396277826,1178826.4099278213,490168.14424514736,688658.2656826739
4,{'symbol': 'QOM'},3363305.276220353,0.010423688286021044,419110.8795038076,245650.24849136127,173460.6310124463
5,{'symbol': 'SAITAMA'},6796326.308411809,0.01719231400867785,951097.9241006793,405163.3253497216,545934.5987509578
6,{'symbol': 'XMON'},7383798.940754301,0.014592364297600056,457820.93535050424,343891.5110872189,113929.42426328534
7,{'symbol': 'DAI'},18272283.468806498,0.054122798943283194,2283166.4393800017,1275487.0104179406,1007679.4289620612
8,{'symbol': 'STRONG'},926175.1088820484,0.0006660359993448934,52073.8038171142,15696.162841196705,36377.6409759175
9,{'symbol': 'SHIB'},1972865.702329752,0.006441859771494226,311992.9575379983,151812.33457798607,160180.6229600123
10,{'symbol': 'X2Y2'},6237784.425893172,0.03319968994716482,1479492.834598789,782401.7623679661,697091.0722308228
11,{'symbol': 'UNI'},21101635.061130207,0.031831399530570605,1589247.8026604203,750155.8939553922,839091.9087050281
12,{'symbol': 'STARL'},4619913.664756464,0.010979106195696578,511272.3068435814,258739.5258934227,252532.78095015872
13,{'symbol': 'PAXG'},22992026.833139323,0.0382201705445497,1464989.9013821075,900717.1102998075,564272.7910823
14,{'symbol': 'HEX'},1504030.890429404,0.04253527707151691,2070103.5553620632,1002409.2332346188,1067694.3221274444
15,{'symbol': 'MOOV'},359974.1922774004,0.00261017225471218,124668.762674634,61512.72422787156,63156.03844676243
16,{'symbol': 'ALI'},2303327.787515518,0.0003398376201155551,55697.32955690926,7907.054737443988,47790.27481946527
17,{'symbol': 'AUDIO'},3220952.506808636,0.004953459125786263,309789.60849480855,116735.88385917546,193053.72463563312
18,{'symbol': 'MC'},30401834.82617217,0.0038976821468552384,160413.5507420246,91854.87532271688,68558.67541930772
