,token,total_tvl
0,{'symbol': 'USDC'},279573395.60173017
1,{'symbol': 'WETH'},659008092.9085444
2,{'symbol': 'APE'},4358666.244563856
3,{'symbol': 'ELON'},19906867.163790394
4,{'symbol': 'QOM'},4808621.688703069
5,{'symbol': 'SAITAMA'},7649430.60301125
6,{'symbol': 'XMON'},9242411.759520128
7,{'symbol': 'DAI'},19305075.210499708
8,{'symbol': 'STRONG'},1236231.8651682176
9,{'symbol': 'SHIB'},4535035.510259356
10,{'symbol': 'X2Y2'},6210423.500367935
11,{'symbol': 'UNI'},24133713.60682273
12,{'symbol': 'STARL'},5723740.0679654395
13,{'symbol': 'PAXG'},24511262.098991726
14,{'symbol': 'HEX'},2065905.2928566064
15,{'symbol': 'MOOV'},491570.5393056401
16,{'symbol': 'ALI'},2785207.140016873
17,{'symbol': 'AUDIO'},3975961.081694424
18,{'symbol': 'MC'},36030248.230934896
19,{'symbol': 'BOND'},9603267.582579216
20,{'symbol': 'KUMA'},3259178.749537696
21,{'symbol': 'SAND'},4980463.8602032205
22,{'symbol': 'MPL'},2304354.1779984366
23,{'symbol': 'TOKE'},19619922.4286052
24,{'symbol': 'WOO'},4962212.144215657
25,{'symbol': 'KIBA'},1292455.5548066145
26,{'symbol': 'UFO'},7170698.551600896
27,{'symbol': 'VADER'},3446484.268104144
28,{'symbol': 'HIGH'},6655823.927436157
29,{'symbol': '10SET'},8677632.26128367
30,{'symbol': 'RAD'},4597282.634649788
31,{'symbol': 'MRI'},931402.5131279946
32,{'symbol': 'WILD'},4465708.532588072
33,{'symbol': 'DEFIT'},636200.4222448735
34,{'symbol': 'FXS'},1048726.897542763
35,{'symbol': 'RBN'},2104493.0199260423
36,{'symbol': 'KYL'},2213.057953089573
37,{'symbol': 'F9'},851577.1664007362
38,{'symbol': 'WBTC'},22701123.223323483
39,{'symbol': '$AKC'},1223980.6940324076
40,{'symbol': 'DOP'},1013882.510495544
41,{'symbol': 'CULT'},6934683.435952186
42,{'symbol': 'USDT'},149340085.8241463
43,{'symbol': 'FOX'},17199081.46084889
44,{'symbol': 'LOOKS'},535578.7466183231
45,{'symbol': 'VEMP'},3819605.828204104
46,{'symbol': 'SUPER'},10761873.699053535
47,{'symbol': 'WRLD'},54175.980393812904
48,{'symbol': 'FLOKI'},2987594.926102269
49,{'symbol': 'ARC'},1328491.4393100769
