,token,total_tvl
0,{'symbol': 'USDC'},328581286.67493993
1,{'symbol': 'WETH'},810831190.626955
2,{'symbol': 'APE'},6781485.44597974
3,{'symbol': 'ELON'},26254255.89278162
4,{'symbol': 'QOM'},6604255.26516844
5,{'symbol': 'SAITAMA'},10131676.042210488
6,{'symbol': 'XMON'},11289394.277383704
7,{'symbol': 'DAI'},21817611.353930406
8,{'symbol': 'STRONG'},2273836.147963294
9,{'symbol': 'SHIB'},6383245.500851725
10,{'symbol': 'X2Y2'},6497275.5419273535
11,{'symbol': 'UNI'},29849206.65031895
12,{'symbol': 'STARL'},7361864.691794033
13,{'symbol': 'PAXG'},27824463.99670147
14,{'symbol': 'HEX'},2383062.4104147386
15,{'symbol': 'MOOV'},731156.7459031974
16,{'symbol': 'ALI'},2861976.8236666173
17,{'symbol': 'AUDIO'},5361178.61842707
18,{'symbol': 'MC'},45800363.23756443
19,{'symbol': 'BOND'},10948432.52629003
20,{'symbol': 'KUMA'},3909517.27570394
21,{'symbol': 'SAND'},6495000.944746846
22,{'symbol': 'MPL'},2838990.72916151
23,{'symbol': 'TOKE'},30069079.019537024
24,{'symbol': 'WOO'},6658069.518846352
25,{'symbol': 'KIBA'},1870761.0610745745
26,{'symbol': 'UFO'},9777663.192559538
27,{'symbol': 'VADER'},4281408.117208672
28,{'symbol': 'HIGH'},8368636.446674665
29,{'symbol': '10SET'},10748652.82866614
30,{'symbol': 'RAD'},5398450.000182431
31,{'symbol': 'MRI'},1305378.5530276373
32,{'symbol': 'WILD'},6519762.745065685
33,{'symbol': 'DEFIT'},927671.404481189
34,{'symbol': 'FXS'},856601.061343725
35,{'symbol': 'RBN'},2591575.385433669
36,{'symbol': 'KYL'},2737.5376282028537
37,{'symbol': 'F9'},1175687.1169673312
38,{'symbol': 'WBTC'},29132098.39420088
39,{'symbol': '$AKC'},1782615.8424126264
40,{'symbol': 'DOP'},1549387.796483941
41,{'symbol': 'CULT'},7019140.017291916
42,{'symbol': 'USDT'},169528741.779916
43,{'symbol': 'FOX'},22372263.678708825
44,{'symbol': 'LOOKS'},789646.6266584108
45,{'symbol': 'VEMP'},4842689.768570607
46,{'symbol': 'SUPER'},14878847.66331023
47,{'symbol': 'WRLD'},75998.9386679269
48,{'symbol': 'FLOKI'},3997401.517842266
49,{'symbol': 'ARC'},1702472.0493342364
