,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},306922603.71167654,0.5359523265769903,23649373.026157826,13310527.965861747,10338845.060296077
1,{'symbol': 'WETH'},739907339.0786294,0.6628998084924591,71117630.75720914,32774802.53140877,38342828.225800365
2,{'symbol': 'APE'},5431908.874660724,0.03637898199107389,1758637.2446424277,846072.7148556459,912564.5297867816
3,{'symbol': 'ELON'},22713208.503020555,0.02897978316468241,1440427.9712498398,673988.1787810033,766439.7924688365
4,{'symbol': 'QOM'},5614298.43869032,0.027166210122819036,1087577.8839686145,631809.5750065804,455768.308962034
5,{'symbol': 'SAITAMA'},9182926.294884648,0.01657618638032511,754582.9261810642,385515.4335048743,369067.49267619
6,{'symbol': 'XMON'},11173417.36317787,0.01024337126365191,434012.2337337239,238231.98066506564,195780.25306865823
7,{'symbol': 'DAI'},20454402.699480053,0.08503981690601685,3692398.504509489,1977786.7554995,1714611.7490099887
8,{'symbol': 'STRONG'},1421818.85838276,0.0034410436156739788,164335.99463603756,80028.98801743035,84307.00661860719
9,{'symbol': 'SHIB'},5517347.219266594,0.009264524438567548,438231.3998455793,215466.7589518748,222764.64089370452
10,{'symbol': 'X2Y2'},7223246.2105452465,0.03816615741016708,1868187.8902242866,887637.3842333234,980550.5059909632
11,{'symbol': 'UNI'},28035205.797282197,0.08366474548020336,3631148.0006835507,1945806.4649393104,1685341.5357442405
12,{'symbol': 'STARL'},6859159.063456016,0.021151136435736052,1089052.7668116523,491915.8933819611,597136.8734296912
13,{'symbol': 'PAXG'},26115525.260921847,0.02272826465243439,801306.1746905465,528595.4561114738,272710.7185790727
14,{'symbol': 'HEX'},2366479.140530926,0.046059376019322494,2144749.5801863153,1071211.4297972098,1073538.1503891055
15,{'symbol': 'MOOV'},600030.9696554722,0.003954010761992109,180360.5084848203,91959.1598464176,88401.34863840269
16,{'symbol': 'ALI'},3114220.293811012,0.006559386145134808,259817.42538561203,188687.0432068228,71130.38217878924
17,{'symbol': 'AUDIO'},4697752.460786332,0.008508886182964293,359327.6706761918,197892.7402362361,161434.9304399557
18,{'symbol': 'MC'},41133503.43930146,0.0005960315279517449,181703.78754386934,13862.015520869592,167841.77202299976
19,{'symbol': 'BOND'},9651025.481798535,0.008812815745140387,571040.988110357,253509.1102252669,317531.87788509
20,{'symbol': 'KUMA'},3839267.3746539727,0.00164677427932656,64964.06533133053,38299.33409368429,26664.731237646243
21,{'symbol': 'SAND'},5733479.396376008,0.012459829395448879,478908.4531168981,289780.55751621176,189127.8956006863
22,{'symbol': 'MPL'},2456993.64769998,0.009849829390731032,561318.4388641965,283339.80386368965,277978.6350005069
23,{'symbol': 'TOKE'},23079422.063773707,0.0015684143450296227,137143.6148759614,36476.90260390878,100666.71227205262
24,{'symbol': 'WOO'},5841329.850562656,0.00681791622873537,271484.68736473774,158565.5391544457,112919.14821029204
25,{'symbol': 'KIBA'},1483502.9223275632,0.0027970023900795453,226974.6266922478,65050.40207592894,161924.22461631888
26,{'symbol': 'UFO'},8422636.773067923,0.018168228635210594,759687.9847649479,422541.854779839,337146.1299851089
27,{'symbol': 'VADER'},4327613.598805272,0.0034814654081568044,128286.01730123555,80969.08512387626,47316.93217735929
28,{'symbol': 'HIGH'},7493555.658532824,0.0027097990780535616,232090.2642984839,63022.29851414337,169067.96578434054
29,{'symbol': '10SET'},9619839.431370264,0.0026734876817832176,94689.76077503368,62177.79765289933,32511.963122134348
30,{'symbol': 'RAD'},4858918.782290172,0.0022328732755892756,153778.16834335553,64230.74460084474,89547.4237425108
31,{'symbol': 'MRI'},1181423.3806185036,0.004679515836871346,261274.89291182064,108832.36560284116,152442.52730897948
32,{'symbol': 'WILD'},5065370.07510552,0.0018693406710405139,109354.31090532264,43475.601844091965,65878.70906123066
33,{'symbol': 'DEFIT'},688355.7850223639,0.0009400956025914216,56016.97303131665,21863.97736208067,34152.99566923598
34,{'symbol': 'FXS'},1255096.7012804083,0.0024553597708681417,115797.54468526313,57104.75647162107,58692.78821364206
35,{'symbol': 'RBN'},2420447.2893586727,0.0034785737388482564,152477.29316547286,80901.8330357636,71575.46012970926
36,{'symbol': 'KYL'},2374.6508481156434,3.089160547521656e-06,191.03804462737867,71.84517839745983,119.19286622991883
37,{'symbol': 'F9'},997384.3548049412,0.0001841568238408176,11540.501073813337,4282.969324001667,7257.53174981167
38,{'symbol': 'WBTC'},25245504.193026066,0.009973352021931427,440836.19592291454,231952.09320252563,208884.10272038888
39,{'symbol': '$AKC'},1339191.0574811536,0.0025559122529003105,142172.68600802586,59443.324150048415,82729.36185797745
40,{'symbol': 'DOP'},1212054.0452771035,0.0024738323836524154,139827.55059497035,57534.37744487096,82293.17315009939
