,token,total_tvl
0,{'symbol': 'USDC'},242005458.7785104
1,{'symbol': 'WETH'},532215182.4767132
2,{'symbol': 'APE'},910593.8308603052
3,{'symbol': 'ELON'},15573252.634436935
4,{'symbol': 'QOM'},2916258.0019914405
5,{'symbol': 'SAITAMA'},5532276.643943199
6,{'symbol': 'XMON'},6475120.722324682
7,{'symbol': 'DAI'},17975368.89472679
8,{'symbol': 'STRONG'},895766.672373922
9,{'symbol': 'SHIB'},1764097.8103487932
10,{'symbol': 'X2Y2'},5330937.027448685
11,{'symbol': 'UNI'},20073668.80647651
12,{'symbol': 'STARL'},4447045.283640347
13,{'symbol': 'PAXG'},22837638.157715015
14,{'symbol': 'HEX'},1832516.5925120208
15,{'symbol': 'MOOV'},289865.7728232592
16,{'symbol': 'ALI'},2168959.1041825414
17,{'symbol': 'AUDIO'},2967834.668615642
18,{'symbol': 'MC'},29493939.86325332
19,{'symbol': 'BOND'},6155730.868481613
20,{'symbol': 'KUMA'},2356227.489382199
21,{'symbol': 'SAND'},3755315.386261581
22,{'symbol': 'MPL'},1882432.5368598648
23,{'symbol': 'TOKE'},11775017.419908917
24,{'symbol': 'WOO'},3958570.5732594896
25,{'symbol': 'KIBA'},966897.2657754509
26,{'symbol': 'UFO'},5123271.602839233
27,{'symbol': 'VADER'},2067168.910991073
28,{'symbol': 'HIGH'},4503505.635654745
29,{'symbol': '10SET'},5617090.411261096
30,{'symbol': 'RAD'},3570121.483363575
31,{'symbol': 'MRI'},671703.5025176273
32,{'symbol': 'WILD'},3521406.6537862923
33,{'symbol': 'DEFIT'},460095.7191113101
34,{'symbol': 'FXS'},773292.6289255741
35,{'symbol': 'RBN'},1671776.2144449763
36,{'symbol': 'KYL'},1328.4201870087034
37,{'symbol': 'F9'},705900.3287861131
38,{'symbol': 'WBTC'},20612433.034821898
39,{'symbol': '$AKC'},1065760.4772445671
40,{'symbol': 'DOP'},780776.4768852247
41,{'symbol': 'CULT'},5118953.977568629
42,{'symbol': 'USDT'},123300909.58152944
43,{'symbol': 'FOX'},14870737.883527176
44,{'symbol': 'LOOKS'},429602.3340164908
45,{'symbol': 'VEMP'},2653020.131791402
46,{'symbol': 'SUPER'},7780406.241403784
47,{'symbol': 'WRLD'},44104.52054522469
48,{'symbol': 'FLOKI'},2209716.2400749233
49,{'symbol': 'ARC'},1001515.1494890834
