,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,{'symbol': 'USDC'},284705015.767288,0.6091897858844447,67750458.58622208,32785113.132679142,34965345.45354293
1,{'symbol': 'WETH'},676111198.8842074,0.7194049384672611,144478931.6914673,74847042.74931398,69631888.94215332
2,{'symbol': 'APE'},4755575.694291844,0.03763206782748048,3608805.004700401,1846894.53942942,1761910.4652709807
3,{'symbol': 'ELON'},20796225.640564784,0.04744108508034703,4611247.665658738,2328298.338033837,2282949.3276249017
4,{'symbol': 'QOM'},4611436.908468952,0.059387481988308496,6067844.996011244,2914599.768938962,3153245.227072282
5,{'symbol': 'SAITAMA'},7173750.868381712,0.03240982125309129,3579944.353691521,1590598.7991578684,1989345.5545336527
6,{'symbol': 'XMON'},9722735.950059656,0.01621339897659971,1514214.543234347,795715.9880968811,718498.5551374657
7,{'symbol': 'DAI'},19735779.042822503,0.03784534734442131,3940063.2815247662,1857361.803067868,2082701.4784568984
8,{'symbol': 'STRONG'},1241261.4324441073,0.002281599418050684,245850.44312642643,111975.60351137666,133874.83961504977
9,{'symbol': 'SHIB'},4996851.916658177,0.02976401423062365,2799307.1985883256,1460748.7318009196,1338558.4667874062
10,{'symbol': 'X2Y2'},6445181.9472868,0.026773943467213145,2634167.8548273654,1314002.9991250858,1320164.8557022796
11,{'symbol': 'UNI'},24429926.011883225,0.0369357799862926,3778997.8697548127,1812722.3483700224,1966275.5213847903
12,{'symbol': 'STARL'},6020821.384363879,0.013863159734766085,1334968.1626882697,680371.7013573295,654596.4613309402
13,{'symbol': 'PAXG'},25022665.878679905,0.019714256138973228,2220994.1960109537,967529.931623752,1253464.264387202
14,{'symbol': 'HEX'},2190818.0957419104,0.016888970013969162,1632288.1348692565,828871.446511614,803416.6883576424
15,{'symbol': 'MOOV'},492307.00918031606,0.0018106110916989995,185364.46975410398,88860.58968695205,96503.88006715191
16,{'symbol': 'ALI'},2653164.033638231,0.0007810971488188006,157967.75033737134,45269.93476906425,112697.81556830708
