,token,total_tvl,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
17,{'symbol': 'AUDIO'},4105836.1848408906,0.00811811916207186,819864.6327632805,398418.4451304356,421446.187632845
18,{'symbol': 'MC'},37465118.0737824,0.003244259527861058,366608.8759117215,159220.7272257022,207388.14868601933
19,{'symbol': 'BOND'},9273670.733572893,0.026646857555458606,3394685.1544182776,1544368.0791311774,1850317.0752871
20,{'symbol': 'KUMA'},3243619.5787179894,0.001060454661574384,129740.39028662129,52044.653319421086,77695.73696720021
21,{'symbol': 'SAND'},5117356.190931856,0.005930938942139355,620357.7946956328,291076.71670190745,329281.0779937253
22,{'symbol': 'MPL'},2187039.451893909,0.0061545254971538095,771879.2665106168,356696.946355548,415182.3201550687
23,{'symbol': 'TOKE'},19748605.86435524,0.002087901313898589,190568.4502316207,102469.35016127212,88099.10007034859
24,{'symbol': 'WOO'},5081680.971923612,0.01446177488934623,1459838.8713312256,709750.343670637,750088.5276605886
25,{'symbol': 'KIBA'},1316531.033446281,0.001574316253705285,175573.4867785458,77263.78751315917,98309.69926538663
26,{'symbol': 'UFO'},7488785.260478429,0.0025428796532368865,254140.77061064338,124798.63098460843,129342.13962603496
27,{'symbol': 'VADER'},3529153.361909556,0.005792605591385324,605392.7899622594,284287.636938871,321105.15302338835
28,{'symbol': 'HIGH'},6650918.980685517,0.001094623837319011,174683.87094754755,53721.59715330456,120962.273794243
29,{'symbol': '10SET'},9109251.006614905,0.0034512792494609044,231535.06115580752,169380.77463872003,62154.28651708749
30,{'symbol': 'RAD'},4707308.523872057,0.0024939534128594534,400768.37022927956,144541.69815875197,256226.6720705276
31,{'symbol': 'MRI'},947799.9999198418,0.003350786958375607,339728.18920772267,164448.84624958516,175279.34295813748
32,{'symbol': 'WILD'},4501465.904719764,0.002460639931614988,238037.1106674386,120762.49633784695,117274.61432959164
33,{'symbol': 'DEFIT'},649312.9536278467,0.00022626883606631973,24569.959643767415,11104.749271009456,13465.21037275796
34,{'symbol': 'FXS'},1090150.4598285812,0.0025065208509454386,246634.45077373023,123014.22536224556,123620.22541148467
35,{'symbol': 'RBN'},2216257.510123886,0.007327436059327983,715906.1780314485,359613.5537390986,356292.6242923499
36,{'symbol': 'KYL'},2304.265837608854,6.964400770818915e-06,613.4056470406745,341.79662443687795,271.60902260379646
37,{'symbol': 'F9'},879607.0946176487,0.0005641715042944223,40551.13710629099,27688.22790604628,12862.909200244709
38,{'symbol': 'WBTC'},23232921.86893268,0.008997758282282359,986991.8923842664,441589.0913790795,545402.8010051869
39,{'symbol': '$AKC'},1252736.7881505918,0.001279914381531563,132497.8909352133,62815.22697675272,69682.6639584606
40,{'symbol': 'DOP'},1060888.5930664977,0.0022969924977675887,212037.10835577236,112731.06013428557,99306.0482214868
41,{'symbol': 'CULT'},7432549.01935966,0.032718532143141285,3121956.7771303365,1605749.6130783125,1516207.164052024
42,{'symbol': 'USDT'},152380586.19040272,0.30821915955883256,31787728.965724736,15216886.454677626,16570842.511047108
43,{'symbol': 'FOX'},17742843.938463148,0.005131496285975428,611564.2939373575,251841.92676091936,359722.36717643816
44,{'symbol': 'LOOKS'},559181.2157776299,0.003059936326787683,300751.9834796027,150174.57235817928,150577.41112142347
45,{'symbol': 'VEMP'},3930717.1076606815,0.000754391577440354,100383.08363610951,37023.78756738852,63359.29606872099
46,{'symbol': 'SUPER'},11297971.437213408,0.01174276110749573,1103867.4785038014,576307.4584867939,527560.0200170074
47,{'symbol': 'WRLD'},56187.65545846928,0.0024134415684042136,190157.87077309444,118446.11022577694,71711.7605473175
48,{'symbol': 'FLOKI'},3167870.057872398,0.002304389434761425,184375.25399193878,113094.08463256962,71281.16935936917
49,{'symbol': 'ARC'},1379424.4516542724,0.0025680741146854036,251965.36376597043,126035.11667246604,125930.24709350438
