Date,herfindahl_volume,herfindahl_inflow_centrality,herfindahl_outflow_centrality,herfindahl_betweenness_centrality_count,herfindahl_betweenness_centrality_volume,herfindahl_tvl,total_volumes,S&P,S&P_volatility,Gas_fee,Gas_fee_volatility,boom,bust
2018-08-15,,,,,,,,0.06071320283712334,0.0446033871237236,4.233205799195481e-06,0.45187510930400826,0,1
2018-08-16,,,,,,,,0.01242746023405827,0.04449980506662142,3.6248069549352e-06,0.4524948649728858,0,1
2018-08-17,,,,,,,,0.03288224853588998,0.04503532031327343,1.245247374183153e-05,0.5067996629398591,0,1
2018-08-18,,,,,,,,,,4.751028260212401e-06,0.5365287017482634,0,1
2018-08-19,,,,,,,,,,4.30293855488202e-06,0.5358736910961676,0,1
2018-08-20,,,,,,,,-0.022414550921237484,0.04493172355054089,3.36533242191615e-06,0.5374278755205975,0,1
2018-08-21,,,,,,,,-0.013138982903345956,0.043662289215394494,3.66788691269505e-06,0.5338353795768238,0,1
2018-08-22,,,,,,,,-0.009172778394193405,0.043666704335551934,4.6016911095715805e-06,0.5319971714841351,0,1
2018-08-23,,,,,,,,0.001731515674940111,0.04351318757186325,3.87593954371123e-06,0.5325897160090204,0,1
2018-08-24,,,,,,,,0.030665291213480887,0.04397837085793381,6.0500090631119405e-06,0.5385837531575265,0,1
2018-08-25,,,,,,,,,,3.1721418619743604e-06,0.551100683613929,0,1
2018-08-26,,,,,,,,,,4.418020990830201e-06,0.5544069677200841,0,1
2018-08-27,,,,,,,,0.018983967633904558,0.03997733998871571,3.56773842423246e-06,0.5555171823199847,0,1
2018-08-28,,,,,,,,0.0605436110629114,0.03902305526487647,3.78557718769205e-06,0.554205452481655,0,1
2018-08-29,,,,,,,,-0.018359347385420093,0.03905846545215528,4.99114347107565e-06,0.555938468065487,0,1
2018-08-30,,,,,,,,-0.035699596623073045,0.03939207218340224,3.85285059928095e-06,0.5578975137102704,0,1
2018-08-31,,,,,,,,0.03751896428838484,0.03991446638927761,4.061315908187801e-06,0.5117108122929963,0,1
2018-09-01,,,,,,,,,,3.2617142086422406e-06,0.45503877639306356,0,1
2018-09-02,,,,,,,,,,3.0318691534164e-06,0.4550647908698794,0,1
2018-09-03,,,,,,,,0.04226482365970849,0.04019312668532774,3.4997510269243505e-06,0.45572666680761437,0,1
2018-09-04,,,,,,,,-0.001685826381327514,0.038450893731817426,3.96048239730935e-06,0.4547456451582036,0,1
2018-09-05,,,,,,,,-0.09978264693741538,0.04195401671821574,2.8776096219330604e-06,0.45120247129722957,0,1
2018-09-06,,,,,,,,-0.06171606933882791,0.042767770102490006,3.4317525652524803e-06,0.43598362077961883,0,1
2018-09-07,,,,,,,,-0.010689774744363579,0.04276941751355825,3.16989900363776e-06,0.40937660532649295,0,1
2018-09-08,,,,,,,,,,2.3940972820995304e-06,0.4113117854498013,0,1
2018-09-09,,,,,,,,,,2.45741290788924e-06,0.402513877897799,0,1
2018-09-10,,,,,,,,-0.04002966560402986,0.043009820408283404,2.65209966453878e-06,0.37087325534036564,0,1
2018-09-11,,,,,,,,-0.022681328423341637,0.04258753869071441,2.9036450588936e-06,0.36749656992050656,0,1
2018-09-12,,,,,,,,0.0027373369409496463,0.042626767066441286,2.96192891809242e-06,0.36574453867133366,0,1
2018-09-13,,,,,,,,0.04152404314449769,0.04372261932917001,3.51667223868814e-06,0.3670660729702991,0,1
2018-09-14,,,,,,,,0.019503036366711943,0.04405528877187319,3.05903167808475e-06,0.3677667428353309,0,1
2018-09-15,,,,,,,,,,2.93921260523297e-06,0.3668079405354116,0,1
2018-09-16,,,,,,,,,,2.89708287513068e-06,0.28221048501731333,0,1
2018-09-17,,,,,,,,-0.054189008473659955,0.044305653540640616,3.0203540131882e-06,0.22337317435679782,0,1
2018-09-18,,,,,,,,0.020791444529673034,0.04464118955384168,5.25182014038318e-06,0.24556096193182378,0,1
2018-09-19,,,,,,,,0.017706465124225367,0.04045389992702728,4.1686270894588205e-06,0.24505126517665413,0,1
2018-09-20,,,,,,,,0.010898577730394883,0.040354128269616735,3.5721024692924403e-06,0.24631040530001855,0,1
2018-09-21,,,,,,,,0.09691706138265367,0.044310359007642276,4.5183735381306906e-06,0.24657585200629997,0,1
2018-09-22,,,,,,,,,,3.4743905336272203e-06,0.2493005443469631,0,1
2018-09-23,,,,,,,,,,3.2136680402837005e-06,0.23468595963614364,0,1
2018-09-24,,,,,,,,-0.03363127568317336,0.04182991845591909,3.83785480761144e-06,0.2054446921284551,0,1
2018-09-25,,,,,,,,-0.06053203652471224,0.0421561309258106,3.7202701822576e-06,0.19612290235073063,0,1
2018-09-26,,,,,,,,0.039706860458836084,0.04129231604378733,3.5011892775776803e-06,0.19248153547227695,0,1
2018-09-27,,,,,,,,0.04082664868738022,0.04190558529283793,3.8359522991284806e-06,0.1929138645120792,0,1
2018-09-28,,,,,,,,-0.011733211127502778,0.04152687911320911,4.01875258161896e-06,0.18601363300460824,0,1
2018-09-29,,,,,,,,,,5.060078635607121e-06,0.18463426873289795,0,1
2018-09-30,,,,,,,,,,3.8510101891768e-06,0.19143420334790037,0,1
2018-10-01,,,,,,,,-0.009734489641075062,0.04135967653199374,4.3732898577769495e-06,0.18828577239358063,0,1
2018-10-02,,,,,,,,-0.003249645643980116,0.04129082334969007,4.29065008840085e-06,0.18772373012325658,0,1
2018-10-03,,,,,,,,-0.02479034709242556,0.04151241740727592,2.9143196636738503e-06,0.19947242908480758,0,1
2018-10-04,,,,,,,,0.0246267693190086,0.04175899225990977,2.93922935859168e-06,0.1979914600574482,0,1
2018-10-05,,,,,,,,-0.006367566727662825,0.0413839537319302,3.0922442824373004e-06,0.1893878817366248,0,1
2018-10-06,,,,,,,,,,2.11947615571428e-06,0.19863849290623573,0,1
2018-10-07,,,,,,,,,,2.655753977331601e-06,0.2030402237843262,0,1
2018-10-08,,,,,,,,0.018319803068636217,0.04137324922912286,3.3428718095047206e-06,0.20060442526798805,0,1
2018-10-09,,,,,,,,-0.011641461445811966,0.03975612660976854,2.95384301119179e-06,0.2020783486470955,0,1
2018-10-10,,,,,,,,-0.00773256851100091,0.039662763170872424,3.58007776403354e-06,0.20456174095148827,0,1
2018-10-11,,,,,,,,-0.07978591202858779,0.041690504338593976,2.9205482902750607e-06,0.20759429960321785,0,1
2018-10-12,,,,,,,,0.001373491827812439,0.04095850207730636,5.73898850158851e-06,0.24148284426591626,0,1
2018-10-13,,,,,,,,,,2.31258766654555e-06,0.29340382164263074,0,1
2018-10-14,,,,,,,,,,2.28604497281721e-06,0.29244584748022007,0,1
2018-10-15,,,,,,,,0.031253366210471055,0.04056382368833706,3.2947917438772e-06,0.30026505985004603,0,1
2018-10-16,,,,,,,,0.011474831739450039,0.04068076893149325,2.67726062107838e-06,0.3027294988206456,0,1
2018-10-17,,,,,,,,0.0008877508052087987,0.036567012232114816,2.7907838780064e-06,0.30272878680620935,0,1
2018-10-18,,,,,,,,-0.012155282113768094,0.0348555381879611,2.66277069784933e-06,0.28398042296226234,0,1
2018-10-19,,,,,,,,-0.0010888069998855167,0.034801329489098254,2.7795480067063803e-06,0.2814427234097504,0,1
2018-10-20,,,,,,,,,,2.72539159104636e-06,0.28018859218067566,0,1
2018-10-21,,,,,,,,,,2.4634998528918203e-06,0.27679335459670923,0,1
2018-10-22,,,,,,,,0.002383461982594447,0.03397181186468749,2.6798387066536e-06,0.27353973040292145,0,1
2018-10-23,,,,,,,,0.0016547163179930946,0.033666451555196146,2.9580976546506004e-06,0.27389833229509103,0,1
2018-10-24,,,,,,,,0.0024254112294896926,0.03366632755990559,3.0789839716929603e-06,0.27192147433958247,0,1
2018-10-25,,,,,,,,-0.00356273450694952,0.03284615087874959,3.22265649777083e-06,0.2720509385220945,0,1
2018-10-26,,,,,,,,-0.001846595110926231,0.032655106658947254,3.33885928703571e-06,0.2719357759041014,0,1
2018-10-27,,,,,,,,,,2.86691654138155e-06,0.2727040059778492,0,1
2018-10-28,,,,,,,,,,2.64039764800724e-06,0.27280213073731635,0,1
2018-10-29,,,,,,,,-0.033960522737883275,0.031692827221153914,2.9240135621799303e-06,0.269826588337034,0,1
2018-10-30,,,,,,,,0.0007859950386783084,0.03146401117435206,2.9283001684028304e-06,0.2655091203311267,0,1
2018-10-31,,,,,,,,0.011098498884635153,0.03135859701079767,2.94884919501345e-06,0.26428534783709506,0,1
2018-11-01,,,,,,,,0.0023635669097612838,0.03129271196965537,2.82241505348768e-06,0.2643431351043067,0,1
2018-11-02,,,,,,,,0.014464742486588742,0.02552963236951279,3.0521092158511403e-06,0.25520268442537825,0,1
2018-11-03,,,,,,,,,,3.22056701269173e-06,0.2553787176382187,0,1
2018-11-04,,,,,,,,,,2.7605432961584003e-06,0.2567945806530894,0,1
2018-11-05,,,,,,,,0.023833324729470307,0.025328236341443613,3.5123588662527e-06,0.25049053397871446,0,1
2018-11-06,,,,,,,,0.0207905603386516,0.02302353175786877,3.80575461761924e-06,0.2477045536602862,0,1
2018-11-07,,,,,,,,0.01042441892472742,0.021936552123450193,3.56133796225518e-06,0.24459744290240745,0,1
2018-11-08,,,,,,,,-0.018712288935273522,0.020815555590389365,3.99175454852991e-06,0.24423212296434835,0,1
2018-11-09,,,,,,,,-0.01734679637646427,0.02093461691858558,3.29848297812488e-06,0.24438884074070713,0,1
2018-11-10,,,,,,,,,,2.5494287403481e-06,0.24611150660801742,0,1
2018-11-11,,,,,,,,,,2.2486461164559e-06,0.21069284669602395,0,1
2018-11-12,,,,,,,,-0.00020447807043944032,0.02088220790080876,3.02894890611387e-06,0.14103033750379948,0,1
2018-11-13,,,,,,,,-0.009417071561521778,0.020930572199157775,3.10850418390298e-06,0.14100808779936455,0,1
2018-11-14,,,,,,,,-0.15147921266901554,0.03427819934827271,3.18225878312e-06,0.12410621938135513,0,1
2018-11-15,,,,,,,,0.0016400003675788963,0.03382612387252022,3.3537175172487e-06,0.1181311831569651,0,1
2018-11-16,,,,,,,,-0.0019002476039208741,0.03383733656017363,2.8185628032996e-06,0.12245748386500037,0,1
2018-11-17,,,,,,,,,,2.312814072422e-06,0.12745868379951394,0,1
2018-11-18,,,,,,,,,,2.64448300363245e-06,0.1296974531403107,0,1
2018-11-19,,,,,,,,-0.118919908777097,0.039213098081803746,2.52392903617914e-06,0.12992006348749074,0,1
2018-11-20,,,,,,,,-0.13005187547408614,0.04482726391497011,2.34818901770496e-06,0.12927109032252249,0,1
2018-11-21,,,,,,,,0.026108496386448524,0.04543919731545513,2.084329547391e-06,0.129948742233229,0,1
2018-11-22,,,,,,,,-0.006173943566567329,0.04371432160729546,1.8733926137994e-06,0.12952007856036363,0,1
2018-11-23,,,,,,,,-0.057830959628779335,0.04444516904227102,1.95021020724101e-06,0.12952203617900285,0,1
2018-11-24,,,,,,,,,,1.73865673680325e-06,0.13023392149355612,0,1
2018-11-25,,,,,,,,,,1.903683192135e-06,0.1314382476154531,0,1
2018-11-26,,,,,,,,-0.139577910230358,0.04921027815585946,1.7766636679670703e-06,0.12938040486281324,0,1
2018-11-27,,,,,,,,0.010403889245049045,0.049187694696306565,1.61707629464016e-06,0.1296070414612607,0,1
2018-11-28,,,,,,,,0.14767349147491313,0.05779820802031658,2.0020802691072e-06,0.13462259118227093,0,1
2018-11-29,,,,,,,,-0.0397152056485385,0.057982124886549496,2.39027390139912e-06,0.1390097531081136,0,1
2018-11-30,,,,,,,,-0.051604517720051764,0.05829114254860215,2.55678333243962e-06,0.13965092654435482,0,1
2018-12-01,,,,,,,,,,2.057240982663e-06,0.14482447134099002,0,1
2018-12-02,,,,,,,,,,1.82579019698504e-06,0.14514039178867638,0,1
2018-12-03,,,,,,,,-0.03905203816376775,0.058309978481647894,1.87802334461501e-06,0.14478518805666005,0,1
2018-12-04,,,,,,,,0.00624500200732828,0.05837001977772166,1.88811570248566e-06,0.14252394127611412,0,1
2018-12-05,,,,,,,,-0.039794813646122126,0.0583669701253361,1.79856286040802e-06,0.13433154664087407,0,1
2018-12-06,,,,,,,,-0.042860101639618474,0.05843764097168701,1.4795538352697505e-06,0.13647887924115418,0,1
2018-12-07,,,,,,,,-0.08634418356658292,0.05951792527047709,1.55328322253533e-06,0.13707911280865476,0,1
2018-12-08,,,,,,,,,,1.1278808500910402e-06,0.14432180840647318,0,1
2018-12-09,,,,,,,,,,1.1316708732706205e-06,0.14175671686257224,0,1
2018-12-10,,,,,,,,0.01877858846538405,0.05997957325627822,1.2646660649989e-06,0.13777913835672317,0,1
2018-12-11,,,,,,,,-0.02007827075311564,0.059828476136441655,1.30317189021315e-06,0.13672418508665624,0,1
2018-12-12,,,,,,,,0.031110313571061494,0.06032635241423414,1.30896583961532e-06,0.12315557309336674,0,1
2018-12-13,,,,,,,,-0.06155140298027154,0.060567764357146066,1.52158270143048e-06,0.1270738021697972,0,1
2018-12-14,,,,,,,,-0.026585006089155944,0.060130036787511325,2.4485053378491003e-06,0.15633435673976465,1,1
2018-12-15,,,,,,,,,,1.0746659216802e-06,0.21521724662909408,1,0
2018-12-16,,,,,,,,,,1.00572250812019e-06,0.21376622713574717,1,0
2018-12-17,,,,,,,,0.133466269378757,0.06624623554059192,1.31928751590976e-06,0.21850737815180665,1,0
2018-12-18,,,,,,,,-0.009060788482420718,0.0658079346272712,3.2444816501260806e-06,0.27452313798621747,1,0
2018-12-19,,,,,,,,0.07169461504292882,0.06779369995272028,1.59977015913835e-06,0.303871381851721,1,0
2018-12-20,,,,,,,,0.05060181818074116,0.06903374625032468,1.83747019606209e-06,0.3049422338804161,1,0
2018-12-21,,,,,,,,-0.024548694126474608,0.0690424999628564,1.7311894822368e-06,0.3043875377195111,1,0
2018-12-22,,,,,,,,,,1.65958111321288e-06,0.3038807070019329,1,0
2018-12-23,,,,,,,,,,1.9237577876660004e-06,0.30505224065346676,1,0
2018-12-24,,,,,,,,0.09320034279161483,0.07194721378141611,2.33967579820279e-06,0.30630407903586054,1,0
2018-12-25,,,,,,,,-0.06328690671735257,0.0724600392743961,1.9341200158394005e-06,0.30804096536147096,1,0
2018-12-26,,,,,,,,-0.009239417229873847,0.06788795142121692,3.2459792421962904e-06,0.32179457249492743,1,0
2018-12-27,,,,,,,,-0.06609065573118908,0.06852217706676679,1.5792792124084e-06,0.34865640731106945,1,0
2018-12-28,,,,,,,,0.10656348395540638,0.07200120562062366,1.97733036298775e-06,0.3489000290108565,1,0
2018-12-29,,,,,,,,,,1.7827240455725004e-06,0.34773506945074073,1,0
2018-12-30,,,,,,,,,,2.2391594699149204e-06,0.35019112390569235,1,0
2018-12-31,,,,,,,,-0.061623747226675615,0.06977119484851704,1.8480510608588004e-06,0.34968854550411427,1,0
2019-01-01,,,,,,,23.08670403802448,0.025258179469916694,0.06617221570536604,2.0444107120327803e-06,0.349486750470725,1,0
2019-01-02,,,,,,,23.0662388633596,0.0494267278542129,0.06667470064000268,2.11656549660567e-06,0.3495043711672654,1,0
2019-01-03,,,,,,,23.263194965505065,-0.028086295897865265,0.06682651757574892,1.8972172355712e-06,0.3501163725938044,1,0
2019-01-04,,,,,,,22.985147739707195,0.004287647656163995,0.06606172556806493,2.215325513471e-06,0.3511107014209331,1,0
2019-01-05,,,,,,,23.208661586501606,0.01444945181733947,0.0607755864211842,3.7683030740524897e-06,0.36158063805235163,1,0
2019-01-06,,,,,,,23.267147241843386,0.014243635561656868,0.06079549221634589,2.1322839816890403e-06,0.3777953633967371,1,0
2019-01-07,,,,,,,23.32467467621063,0.014043600302553734,0.0544089208622784,2.39194031743224e-06,0.37298624664852154,1,0
2019-01-08,,,,,,,23.290908148731514,5.429618570648234e-05,0.0539205754152411,2.0669037365195e-06,0.374281270703487,1,0
2019-01-09,,,,,,,23.24212852374048,0.0015733083402669553,0.05302822542782238,2.04471575010861e-06,0.37392042499584893,1,0
2019-01-10,,,,,,,23.20629659400269,-0.11557982132250758,0.056774194066391996,1.96610151884524e-06,0.3740446411351428,1,0
2019-01-11,,,,,,,23.509178977796513,0.002795249898304414,0.05676322349358346,1.7334034462346802e-06,0.3749127950785181,1,0
2019-01-12,,,,,,,23.19645307381115,0.0020105789458803977,0.05628333863270808,1.53294522064052e-06,0.3746863022787296,1,0
2019-01-13,,,,,,,23.044017618044975,0.0020065446281406735,0.055681002305122344,1.43361365581736e-06,0.3638836520533202,1,0
2019-01-14,,,,,,,23.01652080615848,0.0020025264680681235,0.05311841949893607,2.48837439969612e-06,0.3450116067896406,1,0
2019-01-15,,,,,,,23.255616917528005,-0.0380512422356654,0.053623299899315684,2.2309190959525805e-06,0.34550462032342727,1,0
2019-01-16,,,,,,,23.106989854814135,0.014091969468098235,0.053475224999481825,2.5399491101690403e-06,0.3430021930770527,1,0
2019-01-17,,,,,,,23.092644201452334,0.010570078439761585,0.053251223191337564,1.68743813046312e-06,0.3090247583652732,1,0
2019-01-18,,,,,,,23.14117149149343,-0.009798127991521535,0.0518879493385764,1.73508831355287e-06,0.280652578540832,1,0
2019-01-19,,,,,,,23.129234592701227,-0.006244118067061203,0.051588342784398125,1.55157063891225e-06,0.2801959430013829,1,0
2019-01-20,,,,,,,23.134570029360066,-0.006283352188257461,0.0456517531762002,1.46684725947672e-06,0.2801738798187205,1,0
2019-01-21,,,,,,,23.15372714679877,-0.006323082473896749,0.04563292389329519,1.58361339297608e-06,0.2804767335736782,1,0
2019-01-22,,,,,,,23.029128395683728,0.018325691265152558,0.04380397868161635,2.2110427859771204e-06,0.28589537762761746,1,0
2019-01-23,,,,,,,23.159481403324946,-0.016377475465431834,0.042814722434166494,1.56472789830276e-06,0.2904712818437077,1,0
2019-01-24,,,,,,,22.97219617878607,0.010212934468506869,0.04266908942447713,1.6941928903515e-06,0.2889771499813253,1,0
2019-01-25,,,,,,,23.0733250821725,-0.007892602309941397,0.038752994903324574,1.6063690252176002e-06,0.2716850152242089,1,0
2019-01-26,,,,,,,23.088472727926174,-0.019907239864880237,0.037275221866036434,1.46770192246062e-06,0.23823989280392838,1,0
2019-01-27,,,,,,,23.019163440657962,-0.020311601411165666,0.03739049537573421,1.32350842780126e-06,0.23495884280373364,1,0
2019-01-28,,,,,,,23.104561336257063,-0.020732731161032563,0.035657044212089324,1.6181506067221602e-06,0.23749336347235722,1,0
2019-01-29,,,,,,,23.300508845709302,-0.0035347509126231005,0.029151638054095572,1.302988669459e-06,0.23643847683747946,1,0
2019-01-30,,,,,,,23.66700352010154,0.024550017066407144,0.027674232575047395,1.4231878748840803e-06,0.234860384452321,1,0
2019-01-31,,,,,,,23.67996986142394,-0.009168668309432294,0.027172401269351668,1.5189038131236905e-06,0.23437332113471115,1,0
2019-02-01,,,,,,,23.54208677500045,0.007276334955180715,0.025335754489338853,1.416495235078e-06,0.2344642131120587,1,0
2019-02-02,,,,,,,23.518049439308758,-0.002517781106079226,0.024978220446041526,1.332063216276e-06,0.23394995399935747,1,0
2019-02-03,,,,,,,23.386164193484404,-0.002524136332211548,0.02492484810852363,1.2476521530702e-06,0.23198421125747795,1,0
2019-02-04,,,,,,,23.373714636777454,-0.0025305237224786956,0.024661676371837197,1.2915865923707005e-06,0.20781718026327933,1,0
2019-02-05,,,,,,,23.513346767725082,-0.0005266276206234013,0.02440065427111268,1.3465925488129202e-06,0.1820491197162935,1,0
2019-02-06,,,,,,,23.43840536456385,-0.02190135801851843,0.024266695615994666,1.315985883157e-06,0.18038074775389518,1,0
2019-02-07,,,,,,,23.551963707989348,0.002084244543798854,0.024290317993503376,1.4661835012783e-06,0.1802200445348422,1,0
2019-02-08,,,,,,,23.41046053796287,0.08894605700105229,0.02994477976540977,1.59051184119702e-06,0.1810157282566276,1,0
2019-02-09,,,,,,,23.962646457592548,-0.0012707263295045367,0.021307669105028425,1.48022398698768e-06,0.1813054934002712,1,0
2019-02-10,,,,,,,23.70876529917984,-0.0012723431296371357,0.021299790071035753,1.6133344616298002e-06,0.1807398934766502,1,0
2019-02-11,,,,,,,23.804914149010642,-0.001273964049261775,0.021294865030306587,1.6879597602993602e-06,0.1794766358447869,1,0
2019-02-12,,,,,,,23.825550462236706,0.007925578303584957,0.021347323981160682,1.59572129368615e-06,0.1793417687460112,1,0
2019-02-13,,,,,,,23.76752299363209,-0.016225409163877953,0.02153471920917275,1.67726654364762e-06,0.1469628007933351,1,0
2019-02-14,,,,,,,23.794980682554186,-0.0014938381963840314,0.02036998329028447,2.3140753861094e-06,0.15791113929279194,1,0
2019-02-15,,,,,,,24.648409599810577,0.00199128877249236,0.020204462188510342,1.80021441422116e-06,0.1624659129194229,1,0
2019-02-16,,,,,,,23.753120809169218,0.034560983034994976,0.021100661383451392,1.6652523560290002e-06,0.14482465914785492,1,0
2019-02-17,,,,,,,23.6431232918201,0.033406316799423325,0.02182887643377244,1.8474162953238e-06,0.14599566651236323,1,0
2019-02-18,,,,,,,23.83406378382448,0.03232631644522807,0.02245158733631676,2.50484233162695e-06,0.1543391890167962,1,0
2019-02-19,,,,,,,24.332044235794015,0.020317417040193735,0.022584211226759982,5.39920256811768e-05,0.5780635252217419,1,0
2019-02-20,,,,,,,24.156457195046784,0.004069293489949404,0.02249669496326374,2.40240552155332e-06,0.8262734085736735,1,0
2019-02-21,,,,,,,24.11492805583458,-0.019450367977006586,0.02275483643458263,2.2402970834631607e-06,0.8241688980007605,1,0
2019-02-22,,,,,,,24.032451181280784,0.015766717551639095,0.022552616654886858,2.22269903917632e-06,0.8215794954028979,1,0
2019-02-23,,,,,,,23.935705590838833,-0.011885277943984703,0.02271526536152409,2.23895683108764e-06,0.8214797996947396,1,0
2019-02-24,,,,,,,24.197899447341054,-0.012028238606108119,0.02279997556578859,2.168322320654e-06,0.8214333234946086,1,0
2019-02-25,,,,,,,24.541892686133068,-0.012174680353416227,0.022568901425679713,2.3662581146022006e-06,0.8213257805835005,1,0
2019-02-26,,,,,,,24.304411661962156,-0.009178849975556702,0.022248938995490217,2.3880628648449603e-06,0.82101887834727,1,0
2019-02-27,,,,,,,23.967461598558746,-0.026424509406546844,0.022491106124397562,2.22052790471722e-06,0.820455117779532,1,0
2019-02-28,,,,,,,24.125465015874333,0.02907206915618131,0.022902145978520447,2.56697772872772e-06,0.8196584348575807,1,0
2019-03-01,,,,,,,24.151597325931164,0.012310748013290433,0.02264977303582068,1.7664206222166005e-06,0.822717309122056,1,0
2019-03-02,,,,,,,23.829643948981413,-0.015361812495169507,0.022807332946513437,1.62630093367102e-06,0.8228010124884774,1,0
2019-03-03,,,,,,,23.86566007893509,-0.015601484359273518,0.023088598425904158,1.5826396045307305e-06,0.8227090940677052,1,0
2019-03-04,,,,,,,23.991714004687015,-0.01584875353466096,0.023338092054881854,1.6013779184998602e-06,0.8226177475724359,1,0
2019-03-05,,,,,,,24.115747089043975,0.048740581900041456,0.024739731820265107,1.8616277593422605e-06,0.822914947212098,1,0
2019-03-06,,,,,,,24.4197407332309,0.0034789530357905818,0.02470177356556104,1.9452283324694e-06,0.8229250127735295,1,0
2019-03-07,,,,,,,24.361843917006166,0.010755962549822489,0.024699001609081218,1.8914324322146503e-06,0.8229415472439616,1,0
2019-03-08,,,,,,,24.291960324609217,0.004348075304498158,0.024154547555830477,1.81191044100924e-06,0.8229783191874905,1,0
2019-03-09,,,,,,,24.32701778503324,-0.005671110278394602,0.024243154373378633,1.6529510276812805e-06,0.8229716162610051,1,0
2019-03-10,,,,,,,24.350157457842922,-0.005703455289492005,0.018588562683744734,1.6507882399881602e-06,0.8228419235834015,1,0
2019-03-11,,,,,,,24.37918446592451,-0.005736171375660909,0.018641248208584964,1.6671748546358398e-06,0.8227268379233078,1,0
2019-03-12,,,,,,,24.29036545522977,0.009405075944203522,0.01866290416627894,1.64443383937476e-06,0.8225850166208093,1,0
2019-03-13,,,,,,,24.41864863859351,5.605224070298901e-05,0.018653616802721547,1.55588782850739e-06,0.822601991322937,1,0
2019-03-14,,,,,,,24.29629200101835,0.0012603455014567062,0.018634972024919493,1.46877272591373e-06,0.8226052257666737,1,0
2019-03-15,,,,,,,24.376351796156584,0.02093969321300382,0.018550073839707526,1.51613866587076e-06,0.8225719512538722,1,0
2019-03-16,,,,,,,24.384735374016643,0.0036753179752241163,0.018519264465167724,1.4711193184503202e-06,0.820280408365019,1,0
2019-03-17,,,,,,,24.593725515484532,0.003661859462225407,0.018514343418189163,2.0370439352908804e-06,0.8213141385008554,1,0
2019-03-18,,,,,,,24.16949679681624,0.0036484991561927787,0.017618479572311028,2.7129279696915003e-05,0.9468734195093181,1,0
2019-03-19,,,,,,,24.610312975271427,0.008342268382690494,0.016718059943178626,1.82914133618546e-06,1.075140234361985,1,0
2019-03-20,,,,,,,24.448923171514835,0.003247845455409948,0.015748200333829364,1.70776391036724e-06,1.073650137427533,1,0
2019-03-21,,,,,,,24.53842158680242,-0.01566498840161343,0.015643469337852742,1.8856293913912303e-06,0.9028683373208591,1,0
2019-03-22,,,,,,,24.591938614772427,0.009374475978560408,0.015716176194042558,1.72104839568688e-06,0.7030201609337395,1,0
2019-03-23,,,,,,,24.463771101866165,-0.007525141755546736,0.015338390923077124,1.5143092388207204e-06,0.7032676200697017,1,0
2019-03-24,,,,,,,24.51009742433857,-0.007582199150264868,0.015153269820680892,1.49880163065318e-06,0.7032671473194597,1,0
2019-03-25,,,,,,,24.553350159207657,-0.007640128405012901,0.015056054398234141,1.68109402306116e-06,0.703648509248551,1,0
2019-03-26,,,,,,,24.598210514921874,0.003662452977927242,0.014883156428302784,1.75378962113433e-06,0.7036975448264755,1,0
2019-03-27,,,,,,,24.838321740724943,0.034392529959755655,0.015872094586300248,1.90668589786061e-06,0.7036804435445335,1,0
2019-03-28,,,,,,,25.029666556429625,7.966963661583356e-05,0.01572826034671016,1.6879586990429098e-06,0.7039818503080473,1,0
2019-03-29,,,,,,,24.92545613665007,0.01789662735554013,0.014958726990209708,1.816119063269e-06,0.7040487162687596,1,0
2019-03-30,,,,,,,24.991537052033628,0.004026280353883469,0.01420255642068861,1.49215763953851e-06,0.7042720266944869,1,0
2019-03-31,,,,,,,24.771297678926338,0.004010134406780753,0.014102786194183778,1.5035229138896005e-06,0.7010649282823616,1,0
2019-04-01,,,,,,,24.5517904278911,0.003994117437640912,0.01366554995660807,1.7806246188621e-06,0.7016149566073925,1,0
2019-04-02,,,,,,,24.690404198971265,0.13670603420374988,0.02751180579593654,2.2855688297488903e-06,0.7030230123372841,1,0
2019-04-03,,,,,,,25.284935478940728,0.09648455407447071,0.03140832330991579,2.7051729236096804e-06,0.7036018051729324,1,0
2019-04-04,,,,,,,25.468472497340674,-0.08715427058517795,0.03553778519205171,2.16854817862518e-06,0.7044491273478207,1,0
2019-04-05,,,,,,,25.286100518177943,0.05234503277417235,0.03643086525347435,1.97077286917889e-06,0.7046445682400687,1,0
2019-04-06,,,,,,,25.02461818393492,0.010442312280768654,0.036430583262623654,1.78907014421524e-06,0.7048518473839216,1,0
2019-04-07,,,,,,,25.008191738336738,0.010334396316722274,0.0364169670047578,1.98969351084447e-06,0.7050783845931179,1,0
2019-04-08,,,,,,,25.120159589568843,0.01022868806924152,0.03629889532092079,2.27012114588512e-06,0.7052224215883005,1,0
2019-04-09,,,,,,,25.110517590634696,-0.0010660326149473098,0.036237892581508786,2.122658237494e-06,0.7053631713467351,1,0
2019-04-10,,,,,,,24.84852164225617,0.03179484825574722,0.03630481612800907,2.70663925709268e-06,0.7066635766391858,1,0
2019-04-11,,,,,,,25.00508935570174,-0.0804219588309476,0.0400213764718656,2.0654156618344805e-06,0.708588663812788,1,0
2019-04-12,,,,,,,25.07120256162064,-0.0009910376543632773,0.040029707268165085,1.9210134896400804e-06,0.7086480325453255,1,0
2019-04-13,,,,,,,24.825493893980727,-0.004341962861838186,0.040078890160472766,1.7527177878206502e-06,0.7087824744822031,1,0
2019-04-14,,,,,,,24.60888891035658,-0.004360897747780868,0.040075673958761854,1.7523973618316402e-06,0.7087662929936887,1,0
