,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,290775413.23492,1,0.5063581604687897,39327568.29643438,19320229.002902776,20007339.293531604
1,USDT,203294515.78484997,1,0.3751796259434975,26173010.88095335,12927058.214482488,13245952.66647086
2,FEI,79100045.75510712,1,0.19216070258976492,13114791.463738456,6485415.5551550165,6629375.90858344
3,DAI,26978703.95228661,1,0.05775866641698947,3969723.5040148413,1949352.5397096723,2020370.9643051687
4,SAITO,1754687.6953407195,0,0.008288293934611312,570981.2959126057,279729.5684538592,291251.7274587465
5,ShibDoge,3041859.480473316,0,0.01794809409511039,1180096.1182001869,605747.4138107919,574348.704389395
6,FTM,1375658.065632066,0,0.007797700536411777,511155.20865522465,263172.0620903844,247983.14656484025
7,DG,4082889.880721668,0,0.02585462858502966,1734558.3004704271,872592.6172120379,861965.6832583894
8,SIDUS,648672.0271799085,0,0.005310971851035976,365094.48286626406,179245.07452094325,185849.40834532084
9,WILD,8144165.408635552,0,0.020324572540042357,1273564.2753043966,685953.4604453933,587610.8148590032
10,BOND,15993199.84780229,0,0.012186155715799257,1158900.6712363735,570827.4089735433,588073.26226283
11,IMPACTXP,1096864.85572138,0,0.007973141341580472,543002.879618211,269093.1818173406,273909.69780087034
12,MUTE,1777502.4406315505,0,0.005506585906905418,377025.48220782087,185847.04060269136,191178.44160512948
13,KEEP,10264002.512804529,0,0.0049777906841279775,318604.4262035388,168000.22428138647,150604.20192215234
14,VPAD,3697104.760499333,0,0.0013894959277653376,182279.62320413123,87844.37162442328,94435.25157970795
15,AMPL,6832425.111318085,0,0.002306994183929894,185848.32982881856,77860.95577539837,107987.3740534202
16,WBTC,53029347.27575616,0,0.015078690767491234,963905.0196913313,508905.1733102305,454999.8463811008
17,PAXG,19213897.25846267,0,0.011200219632509997,778761.5962284397,378006.937146273,400754.65908216673
18,SHIB,2922454.343894754,0,0.00524977524785496,356483.02797567064,177179.69176138786,179303.3362142828
19,OCT,1770316.7650851351,0,0.006217312798008922,513489.3561071347,291233.1532629454,222256.20284418928
20,SUPER,19372049.757722408,0,0.02098501824096813,1434795.6170682586,708243.4748156221,726552.1422526366
21,MCC,3468198.2913085,0,0.004099415028203613,389705.59872437076,138355.08318111268,251350.51554325808
22,LUNA,7275282.853078115,0,0.01712204282414568,1249297.056195926,577868.2184817276,671428.8377141983
23,DPX,1835738.4551915969,0,0.01059482426326446,672948.424721853,357574.8691333571,315373.5555884959
24,CRV,2134495.9259431427,0,0.015453892365073631,1003678.9230739814,521568.211301274,482110.7117727074
25,FLX,19916819.515318107,0,0.010323775826834056,669698.2534750935,348426.9959098758,321271.2575652178
26,WOO,9180772.705015492,0,0.022838516205456905,1403369.562973843,770798.9524358625,632570.6105379805
27,REFI,3419887.881049562,0,0.007629284312559786,507703.5183982529,257488.02168467315,250215.49671357972
28,RBN,3708833.562650737,0,0.02177583952877614,1502754.710975429,734933.6597086652,767821.0512667637
29,SAITAMA,14519730.381623847,0,0.11887606167127054,8599577.877259118,4012062.035099412,4587515.842159707
30,VADER,7325042.253549907,0,0.06819001269934256,4736613.59375876,2301410.0339269345,2435203.559831825
31,STRONG,9132646.906775828,0,0.06974059350363436,4517845.264184283,2353742.070249403,2164103.19393488
32,SAND,36765354.44676613,0,0.08369330179687218,5561784.369053238,2824645.3828517,2737138.9862015382
33,TOKE,101616300.19181828,0,0.13318343391638274,6518014.535685991,4494935.241021931,2023079.29466406
34,HEX,24077198.302482437,0,0.04784533173180177,3763409.736890141,2020843.6545650924,1742566.0823250483
35,ELON,21839321.619701527,0,0.06864642379104817,4708112.781235527,2316813.8888972807,2391298.892338246
36,FUSE,3008329.611194633,0,0.006328951067648646,468528.4232020056,213601.82986825483,254926.5933337508
37,LINK,13194122.33967566,0,0.060307426309984695,3967445.8284769934,2035373.077903036,1932072.750573957
38,SHINJA,26451624.62077601,0,0.04450090205102575,2093717.7900188086,1501903.5551524046,591814.234866404
39,WETH,988997725.063418,0,0.7027853137674499,145345548.89882654,71471957.66287443,73873591.23595211
40,UFO,11963178.946734276,0,0.02196418046267516,1356621.6869981228,741290.1582326565,615331.5287654663
41,AVG,2455826.422750459,0,0.00427586346177122,231873.6062791683,144310.21032375775,87563.39595541055
42,XMON,8315544.786476144,0,0.02961833503290437,2301310.466407286,999617.550057927,1301692.9163493589
43,Metis,1679527.3412564415,0,0.014884366285354575,1029452.7707599825,502346.7302872202,527106.0404727623
44,MC,48416397.15621588,0,0.02833628210383757,1407420.450440934,956348.3181252532,451072.13231568073
45,DEPO,2730052.735824548,0,0.021305906525747292,1473150.12343409,719073.4408051649,754076.6826289251
46,UNI,34711605.11977321,0,0.009755698510964849,765227.6376195814,329254.41061425424,435973.2270053272
47,STARL,9282614.029239183,0,0.01240891181135192,833625.655055543,418800.2468730295,414825.4081825135
48,REEF,1016293.787834704,0,0.0019684987730792243,134557.36345259275,66436.75002836683,68120.61342422591
