,token,total_tvl
0,USDC,759962126.3275522
1,WETH,871915159.2167561
2,DAI,193841704.9674029
3,WBTC,244689771.6180301
4,AXS,3608537.8099560686
5,MM,12446675.33130048
6,HEX,8108381.182423398
7,UNI,53575285.70656303
8,LINK,23235583.245780934
9,FEI,9941334.845150143
10,ETH2x-FLI,14692338.071427433
11,COMP,11695441.61062352
12,CEL,11991844.42170784
13,SHIB,2036716.7455607103
14,UST,10317502.534452574
15,MATIC,4853987.82470288
16,PERP,7578600.897693182
17,QNT,1972890.1867048647
18,FRAX,2223200.804353171
19,AAVE,4980376.234215952
20,MKR,12167982.040181233
21,RAI,3916407.156604317
22,INST,11727606.298615595
23,sUSD,2819119.5245405855
24,RUNE,2569055.5249477196
25,NEXO,2179818.401164508
26,UBT,1256432.142007249
27,LUSD,1138845.2143493157
28,GALA,55501.108543480375
29,YFI,4365255.897537872
30,USDT,352382546.2982768
31,SLP,1877425.3334929897
32,EURS,11483863.698552912
33,PAX,34147612.20976344
34,TRIBE,830939.8426273732
35,TRU,3216600.175401045
36,ENJ,1253009.981167544
37,WTON,4415333.44259993
