,token,total_tvl
0,USDC,729767577.8348843
1,WETH,952300522.6493665
2,DAI,221187253.0556846
3,WBTC,237296193.916005
4,AXS,2093036.0942461132
5,MM,3260226.992358265
6,HEX,9367915.272948008
7,UNI,61749103.467198506
8,LINK,24772631.334661067
9,FEI,4215252.615452348
10,ETH2x-FLI,11516348.552161524
11,COMP,11444902.611847091
12,CEL,13736394.624809284
13,SHIB,2925333.52677284
14,UST,1697339.7757482803
15,MATIC,6119302.416003824
16,PERP,8344820.0036819475
17,QNT,2008386.740328791
18,FRAX,650586.7555909398
19,AAVE,3629046.908440432
20,MKR,54703669.15626985
21,RAI,4921609.454041343
22,INST,10137273.2958177
23,sUSD,2404664.3211955326
24,RUNE,3506925.070366658
25,NEXO,2596319.0816757088
26,UBT,1508040.4780946595
27,LUSD,1459804.6778044736
28,GALA,31979.64252697472
29,YFI,4549924.318227686
30,USDT,320962118.3741616
31,SLP,983533.4333984512
32,EURS,11464890.173187746
33,PAX,19988018.887387443
34,TRIBE,981332.2219287943
35,TRU,3371923.6710078083
36,ENJ,1240816.7257064905
37,WTON,4282431.627771883
