,token,total_tvl
0,USDC,860677279.9643931
1,WETH,1212854613.583061
2,WBTC,398676735.9598176
3,AGLD,25157090.478731126
4,DAI,159046685.45600855
5,HEX,34624918.27662708
6,FEI,14681052.98885326
7,UNI,73433056.7337214
8,AXS,17585924.871586744
9,LINK,40136597.489230946
10,ETH2x-FLI,34713686.18757542
11,FTM,13501313.217207156
12,EURT,6565430.810062807
13,QNT,5230413.90608114
14,DPI,18408324.86702508
15,PERP,15155464.51699968
16,GALA,2050467.2136969776
17,MATIC,11145726.420413096
18,VXV,5623169.178836321
19,XYO,2878846.0579413846
20,RARE,3769706.6795777646
21,FRAX,97865167.7296011
22,SUSHI,3339796.5172356386
23,COMP,6121064.471184997
24,SHIB,3460528.930986365
25,FTX Token,4694395.734342068
26,PAX,84300728.97750258
27,Metis,2435542.298718396
28,CEL,5787295.837502724
29,LYXe,4659105.608836832
30,RAI,4031321.027071757
31,MCB,3911890.4613938327
32,RUNE,5467323.469738367
33,USDT,327112279.54991317
34,UST,5309037.287498506
35,SLP,2526105.932530561
36,EURS,13246684.441213008
37,renBTC,15599619.64464738
