,token,total_tvl
0,USDC,934317041.3577051
1,WETH,1565747725.6160147
2,WBTC,467644450.46692663
3,DAI,265118663.39237297
4,FEI,33446948.20047937
5,DYDX,30186796.0221544
6,HEX,36131487.15269136
7,AXS,17044381.971569646
8,SHIB,31029517.976610728
9,FTM,23491976.18461928
10,ETH2x-FLI,37644905.72325869
11,MATIC,12378526.878529456
12,OHM,6014909.674887471
13,UNI,71615277.61035244
14,LINK,35577307.66277853
15,STRONG,1825519.3298186632
16,RARE,6002393.638540504
17,LUSD,961965.9570822555
18,1INCH,5584623.563182119
19,FRAX,99779973.21444589
20,AGLD,24230053.624661144
21,FX,11075294.776025718
22,GALA,3893588.0881196
23,RAI,30314572.465685263
24,aKLIMA,682258.2414464928
25,PERP,17881340.684003696
26,UST,7734744.064435493
27,TKING,2492213.995389352
28,LYXe,7747557.124455727
29,LCX,3988752.131967116
30,QNT,5399290.52093531
31,RUNE,4899471.634300201
32,USDT,387046097.54261786
33,ICE,7080174.866799191
34,SLP,3027134.9453052687
35,EURS,13296420.310544545
36,CRV,5744265.694053916
