,token,total_tvl
0,USDC,2177582710.9475164
1,WBTC,341040619.0144195
2,WETH,1128963177.2244697
3,DAI,1289308374.3817878
4,FRAX,183215922.91188523
5,HEX,13370280.33227498
6,LINK,9003808.77872328
7,APE,13463735.211873
8,FEI,7475692.075912672
9,agEUR,22109338.996121205
10,PAX,13893199.48690916
11,MKR,9951826.737964448
12,TUSD,10104941.839925846
13,FUN,7306614.39218992
14,sUSD,4907889.52293004
15,UNI,13675540.035000274
16,MATIC,7231045.879711584
17,1INCH,925057.737434765
18,RAI,4395216.847639836
19,BIT,28804395.098746307
20,sILV2,715945.7143519776
21,BUSD,23974836.34174981
22,GNO,6717462.693353151
23,NEXO,1976773.209596726
24,,0.0
25,USDT,315677463.6378478
26,LOOKS,10482901.4255546
27,renBTC,6524367.81457056
28,BTT,18197122.42216761
29,EURS,8104311.965389161
30,oSQTH,1612048.1210507771
31,ENS,3424653.8064024514
32,sETH2,18983142.365177907
