,token,total_tvl
0,USDC,1575379822.9137356
1,WBTC,512436379.08673304
2,WETH,1341098710.0904746
3,DAI,618555037.2547039
4,APE,18931834.452203564
5,FRAX,351289254.1497352
6,HEX,47206963.85540965
7,LINK,14651364.230645178
8,agEUR,32547088.243262302
9,MKR,9668135.675487747
10,RAI,7046383.507388542
11,FEI,4934925.549769482
12,PAX,63608500.92101775
13,1INCH,17477396.257901862
14,BUSD,23928990.321076352
15,NEXO,5374816.232148292
16,MATIC,11409308.842026308
17,TUSD,10010321.054174924
18,ETH2x-FLI,11967989.406690573
19,MIM,1069048.8198347753
20,sILV2,3010277.9353676913
21,LUSD,1323394.2046192975
22,UNI,14505612.262986764
23,wstETH,3606044.765899581
24,USDT,369687283.972341
25,LOOKS,17452509.78668387
26,renBTC,8818106.911619902
27,ENS,4122552.5396199566
28,LUNA,1337856.4578977185
29,EURS,7772108.817307834
30,CRV,6796221.505006553
31,oSQTH,7327181.828089481
