,token,total_tvl
0,USDC,1841623732.4112504
1,WBTC,642092295.8426341
2,WETH,1757197412.141342
3,DAI,676033315.9637105
4,APE,44952396.11377894
5,FRAX,436495310.3558351
6,HEX,55945590.878014505
7,LINK,18972391.18690136
8,agEUR,34445428.69673729
9,MKR,12438570.194734111
10,RAI,19601524.159827385
11,FEI,6708544.651975769
12,PAX,71579623.50714801
13,1INCH,4063458.117494188
14,BUSD,23924949.621494483
15,NEXO,7402545.425199836
16,MATIC,18541945.434242886
17,TUSD,10008112.770363534
18,ETH2x-FLI,21834342.730655357
19,MIM,949134.1772730367
20,sILV2,2236821.4168858216
21,LUSD,2065286.9314376663
22,UNI,19737677.091827523
23,wstETH,3513513.7929986035
24,USDT,500672766.1645509
25,LOOKS,27399091.911414713
26,renBTC,10878567.775283337
27,ENS,8011856.3759801155
28,LUNA,8403205.51250746
29,EURS,8824899.488186361
30,CRV,8285133.013891092
31,oSQTH,11621235.74795552
