,token,total_tvl
0,USDC,1234003278.0634522
1,DAI,491922270.9099588
2,WETH,1955842781.6028457
3,WBTC,581917586.4964145
4,FEI,42518542.225787744
5,GALA,7183633.001367696
6,ETH2x-FLI,48213762.55846225
7,FRAX,190828248.187779
8,SHIB,54508654.27026461
9,SPELL,9331435.033781938
10,SAND,7620592.927883598
11,HEX,34906344.26184309
12,1INCH,47940305.0433727
13,OHM,7574974.997941939
14,LINK,35520257.90841557
15,RBN,55297064.78948848
16,STRONG,2181514.4650451504
17,MATIC,15569773.500276288
18,AXS,16688064.043380463
19,DYDX,7413339.625414467
20,FTM,27150023.180712886
21,Metis,5726839.7664302075
22,LUSD,1504042.2254651447
23,PILOT,14626867.59869531
24,BAT,7031424.588426936
25,XYO,4867361.418095909
26,UNI,58270910.25078728
27,RPL,34617962.916378275
28,LCX,11615550.049347524
29,TKING,3065444.2644534805
30,FXS,4764349.323811785
31,USDT,275686394.7592398
32,UST,5658210.187309328
33,ICE,5411273.539295069
34,NCR,1558725.3545990787
35,ENJ,3764224.370231872
36,EURS,10548671.111547025
37,SLP,3330820.7223100043
38,EURT,3093084.482586945
