,token,total_tvl
0,USDC,1473619595.8376856
1,WETH,1895413884.9850452
2,DAI,447109309.0413079
3,FEI,52153513.31906071
4,WBTC,505267515.8136545
5,MATIC,39572061.003668495
6,HEX,28908731.15529832
7,ETH2x-FLI,45083410.694349624
8,FRAX,240704999.9385839
9,GALA,10364313.380936032
10,SPELL,8940062.300681438
11,MIM,12337266.942423586
12,PEOPLE,14607037.040930504
13,Metis,4461480.232715608
14,SAND,25333110.201916795
15,RBN,33284462.799832165
16,EURT,20170038.615873177
17,STRONG,2390962.515914045
18,LINK,25368337.17795153
19,LUSD,2303596.75921971
20,UST,42125723.58894698
21,FTM,24576043.586308785
22,BYTES,1345431.9654806163
23,SHIB,8906886.725299219
24,NEXO,7772793.528252299
25,MANA,4255733.902530147
26,OHM,8310467.453451118
27,USDT,526651980.77297956
28,ENS,19861842.530440137
29,NCR,5942263.170674825
30,CRV,9330173.46807153
31,IMX,7113534.940162723
