,token,total_tvl
0,USDC,1557844453.9682434
1,WBTC,536177140.5461135
2,WETH,1364548620.693455
3,DAI,537966198.149834
4,APE,24125995.902150873
5,FRAX,256138928.32245043
6,HEX,43135469.00305565
7,LINK,14358724.955284083
8,agEUR,24871866.59952298
9,MKR,12328435.953775853
10,RAI,14295508.170990365
11,FEI,4401144.760347065
12,PAX,57770625.31776212
13,1INCH,4594241.203983521
14,BUSD,23960474.59190456
15,NEXO,5199438.424055932
16,MATIC,10698954.596285367
17,TUSD,10060894.309163973
18,ETH2x-FLI,10832005.729241231
19,MIM,870131.5169996769
20,sILV2,2852778.9559889007
21,LUSD,1529079.3042555873
22,UNI,11585229.419337012
23,wstETH,5376816.821483948
24,USDT,343184934.4198505
25,LOOKS,14040799.30618268
26,renBTC,13556180.885824604
27,ENS,4157369.7296277224
28,LUNA,4868234.281007836
29,EURS,8462024.63414913
30,CRV,6955187.643715437
31,oSQTH,5893187.313446781
