,token,total_tvl
0,USDC,1569108349.2849696
1,WETH,1862107276.3841646
2,DAI,377019706.7989657
3,FEI,57399091.572796226
4,WBTC,558213610.2839453
5,MATIC,33719140.431818046
6,HEX,39719346.801779404
7,ETH2x-FLI,41176726.07290271
8,FRAX,223072735.14501244
9,GALA,11630164.559595317
10,SPELL,12220509.786289657
11,MIM,4027391.2786919954
12,PEOPLE,27990625.69114136
13,Metis,5750340.745893065
14,SAND,21714817.04470132
15,RBN,14413238.436136216
16,EURT,17810933.716458663
17,STRONG,3168860.0608921386
18,LINK,22491156.61880079
19,LUSD,2367190.728390723
20,UST,18545216.22937829
21,FTM,26877757.99452608
22,BYTES,2909884.8086628662
23,SHIB,9373221.045081712
24,NEXO,8463743.300433716
25,MANA,5267514.079840769
26,OHM,6449040.288329298
27,USDT,519052234.7356092
28,ENS,19706634.89199697
29,NCR,4486537.835789235
30,CRV,12827092.339827923
31,IMX,8618944.079709727
