,token,total_tvl
0,USDC,946637071.2343532
1,WETH,1404877476.4490159
2,DAI,238892906.06481475
3,WBTC,338212873.1979169
4,AXS,14481312.458130203
5,UNI,90751948.35412365
6,FEI,11872039.567758996
7,LINK,40902106.241807215
8,ETH2x-FLI,28514541.745219585
9,HEX,22618696.371135905
10,PERP,14906791.612932572
11,MATIC,9961664.535240022
12,COMP,17686551.45708629
13,1INCH,24694943.04777244
14,EURT,10513739.133692976
15,QNT,4598253.450710053
16,YGG,8760501.182738088
17,CEL,9170381.225689711
18,SHIB,2525866.2063258826
19,FRAX,58144350.30570589
20,RAI,19834040.23305208
21,AAVE,8522317.151992297
22,MKR,17895671.157385364
23,FX,6189561.388431785
24,UNQT,765009.8981911718
25,MM,6640518.295902521
26,RUNE,4689024.315546556
27,DPI,5973527.337808985
28,GALA,842888.5423070347
29,UST,7200694.575578757
30,NEXO,5074936.99039491
31,UBT,2280418.2726122006
32,PAX,64027749.54976378
33,ERN,4252108.0094768265
34,USDT,384709210.02918315
35,SLP,2844247.593185463
36,EURS,14184178.998034207
