,token,total_tvl
0,USDC,851232193.4605681
1,WETH,1194565742.9462094
2,WBTC,396402351.898474
3,AGLD,20757164.002003927
4,DAI,162063811.06189162
5,HEX,33196770.373503473
6,FEI,13128467.425151158
7,UNI,72911271.80354916
8,AXS,18284442.17614969
9,LINK,38814240.439756975
10,ETH2x-FLI,33109983.51592244
11,FTM,9329702.852019032
12,EURT,6361064.270939894
13,QNT,5057287.323804761
14,DPI,17811527.348254092
15,PERP,16462816.357629469
16,GALA,1008711.1135304885
17,MATIC,11027459.188029328
18,VXV,3688849.8167711454
19,XYO,1565660.863589545
20,RARE,3281348.849520499
21,FRAX,107909066.87678088
22,SUSHI,2569936.555483141
23,COMP,19486788.82568628
24,SHIB,2390058.920324012
25,FTX Token,3959531.8331993464
26,PAX,83278788.60264292
27,Metis,3059769.325539082
28,CEL,6017141.694806932
29,LYXe,2029978.1308465805
30,RAI,4028023.441333045
31,MCB,7124984.99734319
32,RUNE,5444467.0717081595
33,USDT,329149972.817684
34,UST,5401807.76889936
35,SLP,2353348.629889997
36,EURS,13244331.68320866
37,renBTC,15638782.54388203
