,token,total_tvl
0,USDC,859430645.1129726
1,WETH,1182525172.7143257
2,DAI,195954688.05911213
3,WBTC,310067277.20319265
4,AXS,11718680.213769708
5,UNI,72224355.0353921
6,FEI,11151622.505263029
7,LINK,37735907.51537057
8,ETH2x-FLI,21559627.697296944
9,HEX,19903472.841934595
10,PERP,13361829.117803672
11,MATIC,8684629.193384912
12,COMP,15104421.254857916
13,1INCH,18957006.264118828
14,EURT,8158753.182114486
15,QNT,3398247.4259550055
16,YGG,6119328.381190077
17,CEL,15267998.68736224
18,SHIB,1840082.508291346
19,FRAX,47633499.85609017
20,RAI,7090371.642940608
21,AAVE,6628548.481217382
22,MKR,14790904.295263836
23,FX,4622157.5243743295
24,UNQT,61520.186180198005
25,MM,7597824.592580512
26,RUNE,3891735.2597790994
27,DPI,2373786.8976808744
28,GALA,626130.0976784932
29,UST,5616806.804030297
30,NEXO,4730067.814104208
31,UBT,1779055.2493660003
32,PAX,42501250.64038664
33,ERN,2651605.3059828426
34,USDT,345095171.1906588
35,SLP,2913434.5717629115
36,EURS,11536437.994278433
