,pairAddress,token0,token1,dailyVolumeUSD,dailyTxns,dailySwapVolumeToken0,dailySwapVolumeToken1,reserveUSD,mintsCount,burnsCount,swapsCount,token0To1Txs,token0To1VolumeUSD,token1To0Txs,token1To0VolumeUSD,GrossVolumeUSD
0,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,{'symbol': 'USDC'},{'symbol': 'WETH'},14259588.674481528,3583,12985154.651071,6629.53227821367114082,162363599.503433472502713565445004,5.0,4.0,3571.0,1502.0,6599491.491884483,2069.0,6368807.95998902,12968299.451873504
1,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,{'symbol': 'WETH'},{'symbol': 'USDT'},8915421.736887913,1399,4045.273776676377955841,7959835.981072,92191701.39289870693102450166953812,1.0,1.0,1397.0,774.0,3915160.976608985,623.0,4019628.0291861524,7934789.005795138
2,0x7a809081f991ecfe0ab2727c7e90d2ad7c2e411e,{'symbol': 'USDC'},{'symbol': 'CAW'},3751112.345892721,329,2165560.836028,44122224439682.032031229701067345,8728244.460189467490302109334259954,0.0,0.0,329.0,211.0,1008488.615736291,118.0,1158066.3933292613,2166555.0090655526
3,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,{'symbol': 'DAI'},{'symbol': 'WETH'},1119701.4280241912,311,850918.991470616015329205,435.114302907510295472,18097935.99863067919466305726014726,0.0,1.0,310.0,161.0,441061.1999130238,149.0,409649.9808650158,850711.1807780396
4,0x5281e311734869c64ca60ef047fd87759397efe6,{'symbol': 'WETH'},{'symbol': 'CULT'},1441067.6041500384,438,491.863192979540165918,68558351839.18811232965698415,5748158.800974294017292654965974174,1.0,0.0,437.0,275.0,430961.0768394799,162.0,536506.2818036637,967467.3586431437
5,0xd3d2e2692501a5c9ca623199d38826e513033a17,{'symbol': 'UNI'},{'symbol': 'WETH'},1378299.8000773394,162,311987.824352081679345525,882.196719187392245125,22977545.85685210600147009016640238,3.0,2.0,157.0,87.0,874805.6614376988,70.0,858376.3686298202,1733182.0300675188
6,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,{'symbol': 'SAITAMA'},{'symbol': 'WETH'},707432.4023273125,624,169724943754329.482430923,297.876288402752263556,6715410.48658932405804584152840905,0.0,0.0,624.0,169.0,269355.5421331792,455.0,315740.7510743242,585096.2932075034
7,0x6033368e4a402605294c91cf5c03d72bd96e7d8d,{'symbol': 'X2Y2'},{'symbol': 'WETH'},2929790.0114714336,161,3514705.374100271790575229,345.948923634249419411,5672851.318519059523974541103968819,0.0,0.0,161.0,103.0,364893.5631626966,58.0,317836.31591796805,682729.8790806646
8,0x7b73644935b8e68019ac6356c40661e1bc315860,{'symbol': 'ELON'},{'symbol': 'WETH'},1145358.7492023672,154,909025397363.570589922884913847,222.625034023433731361,16175974.48161678510267145820388303,0.0,0.0,154.0,85.0,199824.6641345281,69.0,236983.9770100972,436808.6411446253
9,0x55d5c232d921b9eaa6b37b5845e439acd04b4dba,{'symbol': 'HEX'},{'symbol': 'WETH'},1257768.3709635965,799,13458809.06660537,555.719509356426779827,1288143.272729934215027586431745,1.0,1.0,797.0,227.0,545276.1588471144,570.0,544877.1785017907,1090153.3373489052
10,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,{'symbol': 'USDC'},{'symbol': 'USDT'},472792.3120585916,270,587000.307643,587605.821469,26096542.11604799019173330177251991,0.0,1.0,269.0,110.0,308704.174852986,159.0,278497.7947868199,587201.9696398058
11,0x9c4fe5ffd9a9fc5678cfbd93aa2d4fd684b67c4c,{'symbol': 'PAXG'},{'symbol': 'WETH'},826884.0032818473,64,322.953598011075093164,308.76305026927400476,23209222.69862580873426187331100634,0.0,0.0,64.0,27.0,283456.5433026617,37.0,320044.98438058473,603501.5276832464
12,0xec54859519293b8784bc5bf28144166f313618af,{'symbol': 'DAI'},{'symbol': 'O'},882879.8896446851,95,317199.686444961694942361,26528829912.878279755858351184,2198554.971347154464609701582619556,0.0,0.0,95.0,33.0,75559.18941559836,62.0,241723.09134438253,317282.2807599809
13,0x8ef79d6c328c25da633559c20c75f638a4863462,{'symbol': 'QOM'},{'symbol': 'WETH'},1114783.1698691847,132,18262693596776.044178281925633871,469.245673081666780426,3045754.065372655661180924286902893,0.0,0.0,132.0,64.0,508575.83026957384,68.0,411607.29506238404,920183.1253319578
14,0xa5e9c917b4b821e4e0a5bbefce078ab6540d6b5e,{'symbol': 'STARL'},{'symbol': 'WETH'},584836.6511413673,138,126034113382.835269155882334125,282.347862053820692213,4840910.000333353378480725229722752,0.0,0.0,138.0,46.0,291560.5591410905,92.0,264281.83966205403,555842.3988031445
15,0xdc00ba87cc2d99468f7f34bc04cbf72e111a32f7,{'symbol': 'WETH'},{'symbol': 'LOOKS'},977645.7860566797,283,352.348392482669453661,1224685.009204512887932918,1450629.906355311802927715441123357,1.0,0.0,282.0,91.0,341484.5396872147,191.0,352281.9798895206,693766.5195767353
16,0x811beed0119b4afce20d2583eb608c6f7af1954f,{'symbol': 'SHIB'},{'symbol': 'WETH'},598766.959574306,277,50623197701.847685581506127275,293.904996229992348421,1899642.022772289907058076708620282,0.0,0.0,277.0,138.0,288729.2111314036,139.0,289721.42597781634,578450.6371092199
17,0x453a43e2bf3080f7a23c9bb034ccdd869e306102,{'symbol': 'WETH'},{'symbol': 'STRNGR'},191076.33152498445,635,262.147380257571208147,33479.923906589717950632,1434009.088148266075061327344612259,2.0,0.0,633.0,201.0,268429.30753004085,432.0,247865.2186140961,516294.52614413697
18,0xc2adda861f89bbb333c90c492cb837741916a225,{'symbol': 'MKR'},{'symbol': 'WETH'},150723.82396461995,35,93.607546252785909298,61.357630176748652119,4529296.811858591934139694985020787,0.0,1.0,34.0,13.0,67127.86753007188,21.0,53124.90376518455,120252.77129525642
19,0xdd39323c337c33d0285c1d4228a1a46a8502c79f,{'symbol': 'HATI'},{'symbol': 'USDC'},520206.654283298,1569,458429609186684.885569346922139656,4391751.088773,1314099.390857703179546580185482133,0.0,0.0,1567.0,615.0,2166144.801546568,952.0,2222684.901189438,4388829.702736006
