,pairAddress,token0,token1,dailyVolumeUSD,createdDate,totalSupply,pooledToken0,pooledToken1,totalLiquidityUSD,txCount,mintsCount,burnsCount,swapsCount
19,0xdd39323c337c33d0285c1d4228a1a46a8502c79f,{'symbol': 'HATI'},{'symbol': 'USDC'},520206.654283298,2022-05-21 23:40:38,6454.97224367901523102,101780203467036.081596247252981286,494473.025858,988945.7374906502373165471239777194,12119,1.0,0.0,12118.0
20,0x25647e01bd0967c1b9599fa3521939871d1d0888,{'symbol': 'WETH'},{'symbol': 'SUPER'},1598260.6356203891,2021-02-22 13:25:49,117934.395750374476810136,2309.066356141132534578,19117024.528797563953707087,5618801.806006667737454702379392546,206398,4602.0,1923.0,199873.0
21,0x4bacaaabe3e96959ddf3269d3092d5cea88fefe9,{'symbol': 'XMON'},{'symbol': 'WETH'},121332.80824202357,2020-11-13 20:32:58,381.94071393146592345,234.921668968219691589,1177.278171839209010559,2873604.330159757484194852601752109,21564,666.0,284.0,20614.0
22,0x4028daac072e492d34a3afdbef0ba7e35d8b55c4,{'symbol': 'stETH'},{'symbol': 'WETH'},297657.6093220173,2020-12-19 01:56:59,887.404258154439881917,1120.600028361647245007,1078.835736036678271652,2638691.9235569414206535670775159,15733,223.0,159.0,15351.0
23,0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74,{'symbol': 'SAND'},{'symbol': 'WETH'},513803.5491818491,2020-08-20 16:26:19,24479.445239462264526496,1144593.972701518734130321,1154.337737651041589444,2822034.592513114335885060851762395,251159,8504.0,4986.0,237669.0
24,0xf7ef5352de45a20d8c8565cd94a4bd6c8831f749,{'symbol': 'LINU'},{'symbol': 'WETH'},0.0,2022-05-15 11:37:22,46821072.884380035931113121,67892015351288.654107637705321208,75.648629206210265699,184997.6872483277135863653597545059,22244,14.0,13.0,22217.0
25,0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,{'symbol': 'WETH'},{'symbol': 'CRV'},126163.836908027,2020-08-13 23:21:03,1676.862543952449369142,264.028753144295701595,410613.060822529431282916,643997.1175159596410176671486057688,220020,3671.0,2216.0,214133.0
26,0x11181bd3baf5ce2a478e98361985d42625de35d1,{'symbol': 'ASTO'},{'symbol': 'USDC'},111408.06090182302,2022-04-07 00:57:51,15.875885503751654299,42042712.025982411997105829,6228669.860896,12457688.06530468517967855461960159,10300,9.0,6.0,10285.0
27,0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,{'symbol': 'BOND'},{'symbol': 'USDC'},256958.00259328875,2020-10-26 00:03:29,1.338733144543276968,979635.173067672856406815,2751081.807093,5502682.32248649165342887602997439,93021,6105.0,2086.0,84830.0
28,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,{'symbol': 'WBTC'},{'symbol': 'WETH'},189389.2121610308,2020-05-18 17:36:17,0.010950036865584361,319.0530653,5551.902658913518955047,13577955.45333841633517483508982153,438343,24231.0,17073.0,397039.0
29,0xdb44a4a457c87225b5ba45f27b7828a4cc03c112,{'symbol': 'RBN'},{'symbol': 'WETH'},418361.139523608,2021-12-06 17:30:33,24931.082328533536770817,2060025.144249031839904421,454.411474525702613158,1104330.824400224538477405664721255,20852,8.0,4.0,20840.0
30,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,{'symbol': 'DAI'},{'symbol': 'USDC'},354850.69825424586,2020-05-14 00:38:59,101.884835010303548531,114661317.048379430212054949,114801411.722899,229641332.640143584702237781358612,160723,2629.0,1944.0,156150.0
31,0x8c1c499b1796d7f3c2521ac37186b52de024e58c,{'symbol': 'RAD'},{'symbol': 'USDC'},195583.917818046,2021-03-18 09:43:21,1.198797283990609674,1053004.063671232165971895,1801469.665896,3545006.717208451894685349848573418,32761,15.0,9.0,32737.0
32,0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824,{'symbol': 'HEX'},{'symbol': 'USDC'},367215.2886157041,2020-05-18 19:40:29,0.00000775444163957,7126930.66320983,350934.452046,703307.5255722360769422579895007038,171614,288.0,197.0,171129.0
33,0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a,{'symbol': 'WOO'},{'symbol': 'WETH'},467981.3344162921,2020-10-29 23:05:57,56632.160378262467414963,7967523.060388689891133892,1436.048475106463277727,3490269.508527764666164748547250255,102143,303.0,217.0,101623.0
34,0xccb63225a7b19dcf66717e4d40c9a72b39331d61,{'symbol': 'MC'},{'symbol': 'WETH'},233026.8618779007,2021-11-04 14:47:24,294066.563169941278698938,13070169.813241128877687755,8550.965280427874909251,20906200.45914474659505325576352628,45022,4376.0,880.0,39766.0
35,0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad,{'symbol': 'REQ'},{'symbol': 'WETH'},17075.15666349005,2020-05-18 23:04:41,32656.387004722571158268,5349350.654526829377848164,411.823112255322262101,1000975.871873258151458578754274855,40416,92.0,79.0,40245.0
36,0x7b0db5d2b7720e9a48cffe0362d0a8535a86a763,{'symbol': 'UNDEAD'},{'symbol': 'USDT'},39066.062628170606,2022-05-04 14:44:45,0,0.000000001050685669,0.000001,0.000001000074580468624439210386389625571,2643,1.0,3.0,2639.0
37,0x99dfde431b40321a35deb6aeb55cf338ddd6eccd,{'symbol': 'UFT'},{'symbol': 'WETH'},101466.54039655603,2020-10-13 18:41:07,15076.869088606124243369,1969037.391985533918490951,279.675972655577180058,679779.4787130719352876184008775922,61717,162.0,126.0,61429.0
38,0x5fa464cefe8901d66c09b85d5fcdc55b3738c688,{'symbol': 'TOKE'},{'symbol': 'WETH'},50050.21097105216,2021-08-07 09:44:39,11202.39669373579280675,366082.665217935366349278,394.228428788967726278,963868.8238215041407453795150936265,43252,6838.0,2153.0,34261.0
39,0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,{'symbol': 'LINK'},{'symbol': 'WETH'},171229.64387653407,2020-05-18 18:48:22,8539.650513098493677772,173270.625574883951689804,987.18474781457463303,2398803.896518614081969820186749879,397950,12287.0,9117.0,376546.0
40,0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,{'symbol': 'YFI'},{'symbol': 'WETH'},22891.2589480873,2020-07-18 12:21:31,24.449057934765094244,24.414429982830308208,134.666362395932662788,327806.2629843300797080733129999411,280686,8108.0,5993.0,266585.0
41,0xc730ef0f4973da9cc0ab8ab291890d3e77f58f79,{'symbol': 'AUDIO'},{'symbol': 'WETH'},416606.0242450544,2020-10-23 05:12:39,35154.442112491026699897,3124464.6913389368364554,954.084341479042720551,2318994.192245619524292454560339148,95536,286.0,237.0,95013.0
42,0xd6f3768e62ef92a9798e5a8cedd2b78907cecef9,{'symbol': 'FLX'},{'symbol': 'WETH'},12383.671227240193,2021-04-15 14:06:03,12204.040622342183880426,86875.806210646776418398,2269.306017476446646012,5637032.958463048229968329585208391,18814,960.0,297.0,17557.0
43,0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8,{'symbol': 'UFO'},{'symbol': 'WETH'},178105.47993165368,2021-06-30 13:48:56,30089863.56945984556809423,1269898781880.266402403460423524,1347.649412945692231716,3293702.901721756808703356166132331,168044,96.0,57.0,167891.0
44,0x452c60e1e3ae0965cd27db1c7b3a525d197ca0aa,{'symbol': 'VADER'},{'symbol': 'WETH'},260374.63020988405,2021-11-26 07:43:56,336738.944434327085538033,869260693.726486331637667657,249.058413163719174987,608706.0248769678940279833514686631,53561,147.0,35.0,53379.0
45,0x3854612b93b140726167cca5418b01e832515d42,{'symbol': 'HIGH'},{'symbol': 'WETH'},201805.75000385504,2021-10-14 17:41:35,36501.217704171542709189,1273248.399350676820900202,1407.777927176625827285,3421321.881284155056928160496486037,15619,585.0,149.0,14885.0
46,0x4cd36d6f32586177e36179a810595a33163a20bf,{'symbol': 'DAO'},{'symbol': 'USDC'},464625.947918342,2021-05-19 11:34:40,0.563927833336818262,571687.566446460418445852,777651.982958,1557430.006524065135045692805951041,33344,3464.0,2172.0,27708.0
47,0x336ef4e633b1117dca08c1a57f4139c62c32c935,{'symbol': 'BEND'},{'symbol': 'WETH'},151155.0839365828,2022-03-21 05:04:02,98840.360827901771025584,55238634.361216338271579848,259.831166842841371955,636935.7967508287353936644224456551,11682,288.0,95.0,11299.0
48,0xcaa004418eb42cdf00cb057b7c9e28f0ffd840a5,{'symbol': 'WILD'},{'symbol': 'WETH'},49588.42667877255,2021-05-11 13:16:29,37509.879431561549630658,4608653.188773101572135449,887.38989553219901819,2168852.32273322756088283004794743,60653,685.0,232.0,59736.0
49,0x5238b47a0acd39fb4049a48658e6fc32307492ed,{'symbol': 'WOOL'},{'symbol': 'WETH'},197642.5725086496,2021-11-21 11:30:44,173.188584108841905401,75510.555299932214224991,1.416041108169417072,1706.699207834931766932456155835109,4407,19.0,17.0,4371.0
