,token,total_tvl,stable,eigenvector_centrality,weighted_degree,weighted_in_degree,weighted_out_degree
0,USDC,1734135940.6218822,1,0.6459059538022909,1116652621.7070565,537430585.0665319,579222036.6405246
1,agEUR,25403284.17589593,1,0.006716844238463937,9623960.11509379,5079483.037245743,4544477.077848048
2,LUSD,1529532.828332669,1,0.00024767146818013695,285009.966403,192095.858184,92914.108219
3,TUSD,10060922.878008813,1,0.00022502212173022536,199658.5826663616,174528.85429948056,25129.72836688104
4,BUSD,23959213.930888884,1,0.000412389022882183,1100330.011067,319852.0355950001,780477.9754719998
5,USDT,355229830.1614664,1,0.1464804439665188,230810610.9618649,110705906.939717,120104704.02214791
6,PAX,59321978.01445827,1,0.001449261585643484,4071281.097675911,1498031.4579830177,2573249.6396928933
7,FEI,4401204.8090937,1,0.00011706559011418502,113354.82087285287,90796.95437685148,22557.86649600138
8,MIM,872781.2537886084,1,9.361236228985047e-05,138572.39585300002,72606.45403700002,65965.941816
9,DAI,685249680.000476,1,0.03202886621792698,53791074.37788925,24928606.94644485,28862467.431444403
10,FRAX,253673663.3523655,1,0.009665594222132205,15280008.779811153,8904033.064377023,6375975.71543413
11,EURS,7696412.902251325,1,0.001565824389187408,1851172.0162709998,1214465.2027,636706.8135709999
12,renBTC,14289821.170883045,0,0.00021932479025582857,2002149.336682563,448565.9913408833,1553583.3453416796
13,sILV2,3239379.902140124,0,0.0018843552719736932,2189013.2538022487,1335345.5683282476,853667.6854740011
14,ENS,4707626.318590977,0,0.0013893627747927507,1723508.1515451465,984569.8694473892,738938.2820977572
15,LUNA,4704330.093305396,0,0.001601637245444316,2486008.04437726,1134997.85819758,1351010.1861796796
16,wstETH,5530934.8995391065,0,0.0015304728438736445,2139184.716988841,1084567.3105861058,1054617.406402735
17,UNI,10996290.08161872,0,0.0002636195110518719,353350.4381732231,186813.5754672396,166536.8627059835
18,WBTC,595344809.8994912,0,0.24494731826312988,347871818.1315237,178724457.88843727,169147360.24308646
19,CRV,6682735.763792708,0,0.00862242308023221,12545797.073055139,6110267.325746447,6435529.747308692
20,LOOKS,15541479.791823272,0,0.006616972108268392,9026710.770964079,4689107.469247367,4337603.301716711
21,MATIC,11149485.486360677,0,0.00044118530573706086,637086.3869933988,312645.3124789069,324441.0745144919
22,ETH2x-FLI,11815496.141964344,0,0.0007863451571517991,974619.7883531463,557242.3291915525,417377.45916159375
23,APE,25966899.679832496,0,0.011667628407146375,17101159.418723598,8275092.041641053,8826067.377082545
24,NEXO,5397019.161553264,0,0.000569014321887373,870235.3636433815,403231.15515883546,467004.208484546
25,1INCH,4606745.233500104,0,5.445256162964376e-05,66425.6177928799,42233.81737680302,24191.80041607689
26,RAI,16115600.781068748,0,1.8869929490348332e-05,1356752.4772921805,295148.12060356163,1061604.356688619
27,MKR,15136924.02832182,0,0.0028378926078381694,4507659.706243305,2011068.3869602387,2496591.3192830654
28,WETH,1462749606.3131585,0,0.7069365364949086,1442111033.2816052,743344426.9275168,698766606.3540885
29,LINK,15209940.888824208,0,0.0068023547386976465,9178708.352653248,4820478.595313978,4358229.75733927
30,HEX,43101026.33967476,0,0.009973067894378598,15047554.938252853,7470758.06815873,7576796.870094123
31,oSQTH,6379203.554503088,0,0.0012570507087187237,1359203.1243692874,890807.120088937,468396.00428035046
